@RELATION ..\..\..\data_arff\u002-training.arff
@ATTRIBUTE GestureType  {swipe_left,swipe_right,swipe_up,swipe_down,tap_left,tap_right,tap_up,tap_down,scratchout,circle,square,x,c,two_handed_fb,two_handed_lr,unknown}
@ATTRIBUTE MinX NUMERIC
@ATTRIBUTE MinY NUMERIC
@ATTRIBUTE MaxX NUMERIC
@ATTRIBUTE MaxY NUMERIC
@ATTRIBUTE MeanX NUMERIC
@ATTRIBUTE MeanY NUMERIC
@ATTRIBUTE MedianX NUMERIC
@ATTRIBUTE MedianY NUMERIC
@ATTRIBUTE DiagonalLength NUMERIC
@ATTRIBUTE StartAngleSinXY NUMERIC
@ATTRIBUTE StartAngleCosXY NUMERIC
@ATTRIBUTE FirstLastAngleSinXY NUMERIC
@ATTRIBUTE FirstLastAngleCosXY NUMERIC
@ATTRIBUTE TotalAngleXY NUMERIC
@ATTRIBUTE AbsoluteTotalAngleXY NUMERIC
@ATTRIBUTE SquaredTotalAngleXY NUMERIC
@ATTRIBUTE FirstLastDistance NUMERIC
@ATTRIBUTE TotalDistance NUMERIC
@ATTRIBUTE MaxAccelerationSquared NUMERIC
@ATTRIBUTE ZeroCrossingsX NUMERIC
@ATTRIBUTE ZeroCrossingsY NUMERIC
@ATTRIBUTE Stroke_MinX NUMERIC
@ATTRIBUTE Stroke_MinY NUMERIC
@ATTRIBUTE Stroke_MaxX NUMERIC
@ATTRIBUTE Stroke_MaxY NUMERIC
@ATTRIBUTE Stroke_MeanX NUMERIC
@ATTRIBUTE Stroke_MeanY NUMERIC
@ATTRIBUTE Stroke_MedianX NUMERIC
@ATTRIBUTE Stroke_MedianY NUMERIC
@ATTRIBUTE Stroke_DiagonalLength NUMERIC
@ATTRIBUTE Stroke_StartAngleSinXY NUMERIC
@ATTRIBUTE Stroke_StartAngleCosXY NUMERIC
@ATTRIBUTE Stroke_FirstLastAngleSinXY NUMERIC
@ATTRIBUTE Stroke_FirstLastAngleCosXY NUMERIC
@ATTRIBUTE Stroke_TotalAngleXY NUMERIC
@ATTRIBUTE Stroke_AbsoluteTotalAngleXY NUMERIC
@ATTRIBUTE Stroke_SquaredTotalAngleXY NUMERIC
@ATTRIBUTE Stroke_FirstLastDistance NUMERIC
@ATTRIBUTE Stroke_TotalDistance NUMERIC
@ATTRIBUTE Stroke_MaxAccelerationSquared NUMERIC
@ATTRIBUTE Stroke_SideRatioFirst NUMERIC
@ATTRIBUTE Stroke_SideRatioLast NUMERIC
@ATTRIBUTE Stroke_TopRatioFirst NUMERIC
@ATTRIBUTE Stroke_TopRatioLast NUMERIC
@ATTRIBUTE Duration NUMERIC
@DATA
swipe_down,-6.453658,-9.037801,4.033536,0,-1.344512,-3.76575,-3.226829,-9.037801,13.84424,-0.9876427,-0.1567222,0.5735765,0.819152,-2.327897,7.931438,16.59535,0.9848077,28.84031,92.09427,1,0,174.3732,130.3333,185.6671,152.9278,179.5592,141.2271,175.9866,139.3711,25.25993,0.7242392,-0.6895488,0.9417737,0.3362474,6.272906,6.272906,10.32931,23.99145,29.25842,57859.18,0.285715,1,0,1,282
swipe_down,-2.420122,-5.083763,2.420122,0,-0.3585366,-3.0126,-0.8067073,-5.083763,7.019444,-0.5735764,0.8191521,0.5735765,-0.8191521,1.033733,13.13776,26.81839,0.9848077,19.56752,26.49542,1,0,173.5665,130.3333,180.8268,157.4467,177.4386,142.8733,175.9866,143.89,28.06866,0.9029096,-0.4298306,0.9929924,0.1181781,13.11324,13.11324,24.04379,27.30474,30.35902,57487.82,0.5555562,1,0,1,423
swipe_down,-1.613415,-7.908075,4.033536,0,0.06722564,-2.588953,4.033536,-2.824313,9.717289,-0.90291,0.4298297,0.5735765,0.819152,2.82863,20.10485,44.67547,1.969615,26.03869,65.14076,4,0,175.9866,130.3333,182.4402,161.4008,178.5929,149.6256,182.4402,156.317,31.73068,0.9417744,0.3362455,0.9996631,-0.02595793,15.9746,15.9746,30.37119,31.07792,36.29422,57719.45,0.2500006,0.1249991,0,1,564
swipe_down,-4.033536,-4.5189,3.226829,0,-0.4033536,-1.864046,0,0,8.551805,0,1,0.5735765,0.819152,3.849377,10.81221,21.42776,3.939231,21.90531,24.24616,2,0,173.5665,130.3333,182.4402,148.9738,178.5534,141.7847,173.5665,143.3252,20.64488,0.8138152,0.5811238,0.97738,0.2114906,11.26352,11.26352,22.21404,19.07188,29.41847,55183.93,0.4545458,0.9090898,0,1,470
swipe_down,-0.8067073,-8.472938,4.840244,0,1.959146,-3.147091,2.420122,-8.472938,10.18227,-0.9876427,0.1567222,0.5735765,-0.8191521,3.346684,10.54514,22.76375,3.939231,27.21601,77.64766,1,0,163.0793,130.3333,177.6,152.363,169.4321,142.5485,167.9195,148.4089,26.38479,0.5735772,-0.8191515,0.8489408,-0.5284879,9.594435,9.594435,20.8989,25.94957,28.02276,50222.18,1,0.05555515,0,1,329
swipe_down,-3.226829,-2.824313,4.033536,0,0.8963413,-1.882875,-3.226829,-2.25945,7.790356,0,1,0.5735765,-0.8191521,5.507409,5.507409,10.8804,4.924039,11.22154,24.24616,1,0,161.4659,130.3333,177.6,147.2792,168.7262,141.0657,164.6927,143.89,23.39816,0.5735769,-0.8191518,0.9029099,-0.4298299,12.56637,12.56637,27.11095,18.76807,29.54424,50432.58,1,0.5,0,1,423
swipe_down,-0.8067073,-3.954038,2.420122,0,-1.324548E-08,-2.0084,0,-3.389175,5.103611,-0.3304377,-0.9438278,0.5735765,-0.8191521,3.847697,12.05074,26.01593,2.954423,9.688903,16.28519,1,0,174.3732,130.3333,177.6,148.4089,176.2286,141.3482,175.9866,145.0198,18.36137,0.8138146,-0.5811247,1,-4.371139E-08,11.40518,11.40518,19.05094,18.07561,20.4827,53566.97,1,1,0,1,423
swipe_down,-4.033536,-5.648625,0,0,-1.882317,-2.573263,-4.033536,-2.824313,6.940921,-0.90291,0.4298297,0.8138149,0.5811241,3.730304,10.77663,25.03879,2.776368,17.66603,34.51007,0,0,177.6,130.3333,194.5408,153.4927,187.1191,144.6808,188.8939,149.5387,28.69404,0.6690755,0.7431945,0.8071139,0.5903957,6.868383,6.868383,6.90774,28.69404,31.04124,61406.15,0,1,0,1,423
swipe_down,-2.420122,-5.648625,2.420122,0,0.3226829,-2.25945,0,-5.648625,7.438745,-0.5735765,-0.8191521,0.2272935,-0.9738263,-2.062615,15.02934,30.95752,2.485168,20.41197,31.90697,1,0,170.3396,130.3333,177.6,152.9278,172.9798,142.8117,170.3396,144.4549,23.73236,0.4229891,-0.9061348,0.9899553,-0.1413806,14.06524,14.06524,29.95831,22.82377,28.77788,53792.93,1,0.5555551,0,1,470
swipe_down,-3.226829,-5.648625,3.226829,0,-0.2304878,-3.227786,3.226829,-3.389175,8.576519,-0.9615455,0.2746458,0.90291,0.4298297,1.662117,9.324805,19.53699,1.876807,21.19178,34.51007,1,0,174.3732,130.3333,179.2134,152.9278,177.4991,142.8309,174.3732,145.0198,23.10714,1,-4.371139E-08,0.9974602,0.07122556,8.660564,8.660564,14.20351,22.65204,26.03647,55504.37,0.6666688,1,0,1,329
