@RELATION ..\..\..\data_arff\u006-training.arff
@ATTRIBUTE GestureType  {swipe_left,swipe_right,swipe_up,swipe_down,tap_left,tap_right,tap_up,tap_down,scratchout,circle,square,x,c,two_handed_fb,two_handed_lr,unknown}
@ATTRIBUTE MinX NUMERIC
@ATTRIBUTE MinY NUMERIC
@ATTRIBUTE MaxX NUMERIC
@ATTRIBUTE MaxY NUMERIC
@ATTRIBUTE MeanX NUMERIC
@ATTRIBUTE MeanY NUMERIC
@ATTRIBUTE MedianX NUMERIC
@ATTRIBUTE MedianY NUMERIC
@ATTRIBUTE DiagonalLength NUMERIC
@ATTRIBUTE StartAngleSinXY NUMERIC
@ATTRIBUTE StartAngleCosXY NUMERIC
@ATTRIBUTE FirstLastAngleSinXY NUMERIC
@ATTRIBUTE FirstLastAngleCosXY NUMERIC
@ATTRIBUTE TotalAngleXY NUMERIC
@ATTRIBUTE AbsoluteTotalAngleXY NUMERIC
@ATTRIBUTE SquaredTotalAngleXY NUMERIC
@ATTRIBUTE FirstLastDistance NUMERIC
@ATTRIBUTE TotalDistance NUMERIC
@ATTRIBUTE MaxAccelerationSquared NUMERIC
@ATTRIBUTE ZeroCrossingsX NUMERIC
@ATTRIBUTE ZeroCrossingsY NUMERIC
@ATTRIBUTE Stroke_MinX NUMERIC
@ATTRIBUTE Stroke_MinY NUMERIC
@ATTRIBUTE Stroke_MaxX NUMERIC
@ATTRIBUTE Stroke_MaxY NUMERIC
@ATTRIBUTE Stroke_MeanX NUMERIC
@ATTRIBUTE Stroke_MeanY NUMERIC
@ATTRIBUTE Stroke_MedianX NUMERIC
@ATTRIBUTE Stroke_MedianY NUMERIC
@ATTRIBUTE Stroke_DiagonalLength NUMERIC
@ATTRIBUTE Stroke_StartAngleSinXY NUMERIC
@ATTRIBUTE Stroke_StartAngleCosXY NUMERIC
@ATTRIBUTE Stroke_FirstLastAngleSinXY NUMERIC
@ATTRIBUTE Stroke_FirstLastAngleCosXY NUMERIC
@ATTRIBUTE Stroke_TotalAngleXY NUMERIC
@ATTRIBUTE Stroke_AbsoluteTotalAngleXY NUMERIC
@ATTRIBUTE Stroke_SquaredTotalAngleXY NUMERIC
@ATTRIBUTE Stroke_FirstLastDistance NUMERIC
@ATTRIBUTE Stroke_TotalDistance NUMERIC
@ATTRIBUTE Stroke_MaxAccelerationSquared NUMERIC
@ATTRIBUTE Stroke_SideRatioFirst NUMERIC
@ATTRIBUTE Stroke_SideRatioLast NUMERIC
@ATTRIBUTE Stroke_TopRatioFirst NUMERIC
@ATTRIBUTE Stroke_TopRatioLast NUMERIC
@ATTRIBUTE Duration NUMERIC
@DATA
swipe_down,-3.226829,-6.213488,4.840244,0,0.8963416,-3.5147,4.840244,-3.389175,10.18259,-0.5735765,-0.8191521,0.9615455,-0.2746458,0.557502,13.55976,29.40288,2.937264,32.62601,42.31939,3,0,169.5329,130.3333,180.0201,161.9656,174.9379,148.3524,174.3732,151.7981,33.32543,0.9615456,0.2746455,0.9689856,-0.2471171,15.05626,15.05626,30.76668,32.64476,38.75926,55254.66,0.769231,0,0,1,423
swipe_down,-4.840244,-5.648625,2.420122,0,-1.344512,-2.447738,-4.033536,-2.824313,9.198906,-0.3304377,0.9438278,0.5735765,0.819152,-1.144416,9.871063,19.90044,0.9848077,21.04907,34.91447,1,0,172.7598,130.3333,193.7341,159.7062,181.5094,145.1501,175.1799,146.7143,36.0928,1,-4.371139E-08,0.8764796,0.481439,13.44775,13.44775,22.77725,33.51232,42.44295,63038.99,0.2307697,1,0,1,564
swipe_down,-5.646951,-6.77835,1.613415,0,-0.7446529,-3.649881,-5.646951,-3.954038,9.932721,-1,-4.371139E-08,1,-4.371139E-08,-0.7431903,16.7994,34.88227,1.129725,34.54852,47.52247,1,0,175.9866,130.3333,187.2805,177.7818,180.7692,154.8241,183.2469,156.8819,48.77405,0.8138155,-0.5811233,0.9798157,0.1999029,15.9315,15.9315,25.72327,48.4259,53.06419,66680.34,0.1428575,1,0,1,611
swipe_down,-4.840244,-6.77835,0,0,-1.675469,-2.563607,-0.8067073,-6.213488,8.329105,-1,-4.371139E-08,0.5735765,0.819152,0.8904397,15.84403,30.03569,0.9848077,36.10648,48.54914,0,0,177.6,130.3333,199.3811,163.6602,186.9924,148.3686,184.0537,152.9278,39.81329,0.9615459,0.2746443,0.8370796,0.5470811,9.635785,9.635785,10.81876,39.81329,42.94383,66537.49,0,1,0,1,611
swipe_down,-4.033536,-5.083763,0,0,-0.8067073,-2.302901,-0.8067073,-5.083763,6.489534,-1,-4.371139E-08,0.5735765,0.819152,-4.581004,13.04682,24.13091,0.9848077,21.61214,26.49542,0,0,177.6,130.3333,188.0872,160.271,182.2674,146.0284,182.4402,150.6684,31.72141,0.9029119,0.4298256,0.94377,0.3306027,12.10318,12.10318,15.65376,31.72141,33.14197,61063.6,0,1,0,1,611
swipe_down,-4.840244,-6.213488,0,0,-1.290732,-3.841066,-0.8067073,-6.213488,7.876255,-0.9798157,0.1999031,0.5735765,0.819152,-3.651083,14.30986,27.6715,0.9848077,21.88196,39.25821,0,0,177.6,130.3333,190.5073,168.744,183.2469,149.1792,181.6335,148.9738,40.52132,0.9029111,0.4298272,0.9479124,0.3185311,10.75324,10.75324,13.80986,40.52132,42.31017,64767.57,0,1,0,1,470
swipe_down,-6.453658,-8.472938,0,0,-1.882317,-3.76575,-1.613415,-7.908075,10.65084,-0.9417735,-0.336248,1,-4.371139E-08,-1.82969,15.59931,29.52724,2.25945,36.25811,72.44144,0,0,177.6,130.3333,200.1878,175.5223,190.0109,157.186,194.5408,159.1413,50.51985,0.9029104,0.4298289,0.8944803,0.4471073,10.6299,10.6299,13.01274,50.51985,54.87357,70883.25,0,1,0,1,564
swipe_down,-2.420122,-13.5567,0.8067073,0,-0.7170731,-7.0294,-1.613415,-12.42698,13.93544,-0.9728217,-0.2315555,0.5735765,-0.8191521,-3.63513,11.58362,19.12041,0.9848077,29.89476,183.7841,0,0,176.7933,130.3333,184.0537,193.5979,180.5042,161.7397,181.6335,165.9197,63.67985,0.9876429,0.156721,0.9948372,0.1014839,11.90989,11.90989,19.67163,63.59292,65.40255,71355.91,0.1111123,1,0,1,423
swipe_down,-9.680488,-10.73239,0,0,-3.316463,-4.330613,-4.840244,-4.5189,14.45323,-0.9940197,0.1092005,0.7242401,0.689548,-4.015358,12.31574,26.18044,4.67963,40.69796,139.6579,0,0,177.6,130.3333,207.4482,169.3089,193.9762,155.1308,196.961,161.9656,49.09179,0.9531503,0.3024971,0.7939316,0.6080071,6.313417,6.313417,6.626811,49.09179,52.71705,71700.23,0,1,0,1,423
swipe_down,-8.87378,-13.5567,0.8067073,0,-2.151219,-4.76995,0,0,16.65821,-1,-4.371139E-08,0.5735765,0.819152,-2.016438,12.66295,24.05409,0.9848077,49.70944,183.7841,1,0,177.6,130.3333,196.961,173.2629,184.457,154.6789,178.4067,159.1413,47.09345,1,-4.371139E-08,0.9115822,0.4111179,7.27798,7.27798,9.143085,47.09345,52.65767,68813.65,0,1,0,1,423
