@RELATION ..\..\..\data_arff\all-training.arff
@ATTRIBUTE GestureType  {swipe_left,swipe_right,swipe_up,swipe_down,swipe_front,swipe_back,tap_left,tap_right,tap_up,tap_down,tap_front,tap_back,scratchout,circle,square,x,c,two_handed_fb,two_handed_lr,horizontal_circle,vertical_circle,spiral,arm_lift,arm_drop,triangle,z,unknown}
@ATTRIBUTE MinX NUMERIC
@ATTRIBUTE MinY NUMERIC
@ATTRIBUTE MinZ NUMERIC
@ATTRIBUTE MaxX NUMERIC
@ATTRIBUTE MaxY NUMERIC
@ATTRIBUTE MaxZ NUMERIC
@ATTRIBUTE MeanX NUMERIC
@ATTRIBUTE MeanY NUMERIC
@ATTRIBUTE MeanZ NUMERIC
@ATTRIBUTE MedianX NUMERIC
@ATTRIBUTE MedianY NUMERIC
@ATTRIBUTE MedianZ NUMERIC
@ATTRIBUTE DiagonalLength NUMERIC
@ATTRIBUTE StartAngleSinXY NUMERIC
@ATTRIBUTE StartAngleCosXY NUMERIC
@ATTRIBUTE StartAngleSinXZ NUMERIC
@ATTRIBUTE FirstLastAngleSinXY NUMERIC
@ATTRIBUTE FirstLastAngleCosXY NUMERIC
@ATTRIBUTE FirstLastAngleSinXZ NUMERIC
@ATTRIBUTE TotalAngleXY NUMERIC
@ATTRIBUTE TotalAngleXZ NUMERIC
@ATTRIBUTE AbsoluteTotalAngleXY NUMERIC
@ATTRIBUTE AbsoluteTotalAngleXZ NUMERIC
@ATTRIBUTE SquaredTotalAngleXY NUMERIC
@ATTRIBUTE SquaredTotalAngleXZ NUMERIC
@ATTRIBUTE FirstLastDistance NUMERIC
@ATTRIBUTE TotalDistance NUMERIC
@ATTRIBUTE MaxAccelerationSquared NUMERIC
@ATTRIBUTE ZeroCrossingsX NUMERIC
@ATTRIBUTE ZeroCrossingsY NUMERIC
@ATTRIBUTE ZeroCrossingsZ NUMERIC
@ATTRIBUTE Stroke_MinX NUMERIC
@ATTRIBUTE Stroke_MinY NUMERIC
@ATTRIBUTE Stroke_MinZ NUMERIC
@ATTRIBUTE Stroke_MaxX NUMERIC
@ATTRIBUTE Stroke_MaxY NUMERIC
@ATTRIBUTE Stroke_MaxZ NUMERIC
@ATTRIBUTE Stroke_MeanX NUMERIC
@ATTRIBUTE Stroke_MeanY NUMERIC
@ATTRIBUTE Stroke_MeanZ NUMERIC
@ATTRIBUTE Stroke_MedianX NUMERIC
@ATTRIBUTE Stroke_MedianY NUMERIC
@ATTRIBUTE Stroke_MedianZ NUMERIC
@ATTRIBUTE Stroke_DiagonalLength NUMERIC
@ATTRIBUTE Stroke_StartAngleSinXY NUMERIC
@ATTRIBUTE Stroke_StartAngleCosXY NUMERIC
@ATTRIBUTE Stroke_StartAngleSinXZ NUMERIC
@ATTRIBUTE Stroke_FirstLastAngleSinXY NUMERIC
@ATTRIBUTE Stroke_FirstLastAngleCosXY NUMERIC
@ATTRIBUTE Stroke_FirstLastAngleSinXZ NUMERIC
@ATTRIBUTE Stroke_TotalAngleXY NUMERIC
@ATTRIBUTE Stroke_TotalAngleXZ NUMERIC
@ATTRIBUTE Stroke_AbsoluteTotalAngleXY NUMERIC
@ATTRIBUTE Stroke_AbsoluteTotalAngleXZ NUMERIC
@ATTRIBUTE Stroke_SquaredTotalAngleXY NUMERIC
@ATTRIBUTE Stroke_SquaredTotalAngleXZ NUMERIC
@ATTRIBUTE Stroke_FirstLastDistance NUMERIC
@ATTRIBUTE Stroke_TotalDistance NUMERIC
@ATTRIBUTE Stroke_MaxAccelerationSquared NUMERIC
@ATTRIBUTE Stroke_ZeroCrossingsX NUMERIC
@ATTRIBUTE Stroke_ZeroCrossingsY NUMERIC
@ATTRIBUTE Stroke_ZeroCrossingsZ NUMERIC
@ATTRIBUTE Duration NUMERIC
@DATA
tap_left,-8.102525,-6.15842,-2.131759,17.02594,3.954038,3.305407,1.075376,-0.03261434,0.4511343,4.033536,-2.824313,0.8682409,27.62724,-0.6371441,0.7707447,0.3799829,-1,-4.371139E-08,1,11.43282,-7.997059,35.50417,36.68729,76.87791,82.74863,1.992389,91.52668,295.5234,1,8,7,0,-12.7076,-0.1736482,69.7668,4.720541,12.80541,34.77695,-2.915278,4.957126,65.73326,-9.883284,4.32026,73.07258,0.783767,0.6210549,0.4269529,-0.03031438,0.9995404,0.3868509,18.91653,8.827419,29.72738,29.97702,72.13454,75.64352,32.66555,124.5486,5055.81,0,1,1,1316
tap_right,-8.909232,-15.57266,-1.458111,8.916323,11.85976,2.604723,0.07446426,0.3993756,0.3704758,0,1.984808,-0.1736482,32.96657,-0.3968963,-0.9178634,0.00647627,-0.5735765,0.819152,0.2104355,-8.949718,2.086794,38.59832,38.74886,79.48043,92.86374,1,108.2846,251.8956,1,1,10,-45.27487,-36.62513,-0.3263518,1.71268,9.18564,9.389185,-20.6209,-11.65193,4.326368,-41.22716,-34.64032,4.377002,66.33889,0.2272935,-0.9738263,-0.07156772,0.9830583,0.1832931,0.9803923,-3.23771,8.79178,35.81847,37.47706,81.54834,103.055,12.64578,137.7689,3061.787,1,2,1,1081
tap_right,-8.902142,-12.69328,-1.131759,10.52974,10.70848,1.520944,0.14153,-0.01672949,0.1663631,0,0,0,30.53321,-0.5258989,-0.8505471,0.3022578,0.3420202,0.9396926,-0.5234909,-4.528262,0.3662107,26.90315,24.28651,52.55717,58.06162,1,75.28665,240.3746,1,2,9,-45.3316,-42.84586,0,3.255191,0.2411307,4.173648,-19.85969,-19.49638,2.214602,-45.3316,-42.84586,1.335113,65.07368,0.2840942,-0.9587964,0.8169263,-0.117387,0.9930862,0.761665,-13.63614,8.579758,29.92417,28.43856,61.5491,76.92564,5.038382,132.812,3892.504,1,2,0,1081
tap_right,-8.095434,-12.12842,-1.479056,8.909232,14.97429,2,0.1636102,-0.3516279,0.1233511,0,0,0,32.18415,-0.990873,-0.1347986,-0.8115931,0.5735765,0.819152,-0.2104355,-10.46614,1.283982,38.26567,39.79885,77.70445,101.4333,1,117.5092,290.2244,1,3,13,-42.90438,-59.08685,-1.233813,4.09026,0,3.257426,-20.09021,-29.63481,0.4893537,-42.90438,-59.08685,-1.170979,75.63017,-0.7593519,-0.6506802,0.3376852,-0.9066593,0.4218636,0.6020076,-17.75054,4.901124,32.67139,34.65151,63.93958,97.39938,10.17429,151.537,5333.413,1,0,6,1175
tap_right,-8.909232,-8.433448,-1.458111,12.14315,8.992332,2.631759,0.635652,0.220151,0.1908341,0,0,0,27.63309,-0.9356108,-0.3530332,-0.04534326,0.5735765,0.819152,-0.2104355,1.338192,-4.580539,31.84841,32.61248,64.07925,78.34346,2,93.10104,191.9361,1,1,5,-35.61566,-42.76561,0,14.62,5.063473,5.431075,-16.14396,-18.6116,2.225773,-35.61566,-42.76561,2.266187,69.57542,-0.90291,-0.4298297,0.5424857,0.3272667,0.944932,0.2875394,-13.74184,10.44949,30.13172,32.41753,59.83015,82.41662,16.08254,140.4814,3102.508,1,1,0,1081
tap_right,-9.71594,-12.69328,-1.979056,12.15024,23.45683,1.757426,1.010748,1.071014,-0.02694216,1.613415,1.129725,-0.3472964,42.4137,-0.967154,-0.2541911,0.2880428,0.5242276,0.8515782,-0.3010527,-4.498524,-5.076355,34.4728,33.63991,69.299,79.37492,3.932403,122.9957,618.4702,3,1,9,-46.18085,-60.33269,-0.6466118,24.25794,25.70432,5.134428,-18.12476,-21.84338,2.312202,-46.18085,-60.33269,3.329021,111.3437,-0.4760498,-0.8794184,0.2077521,0.7272725,0.6863489,-0.02664621,-13.70001,13.12458,30.43003,26.87446,58.60016,70.19788,35.34937,198.4856,5783.786,1,1,1,1128
tap_right,-9.71594,-11.30087,-1.284463,12.94986,12.17751,3.284463,0.7103004,-0.05814416,0.4302647,0,0,0,32.95221,-1,-4.371139E-08,1,0.5065321,0.8622211,-0.3295783,-9.06453,-6.557935,29.43119,29.28228,54.61076,64.37213,2.939818,115.5642,244.9211,3,1,6,-49.36513,-46.45099,0,17.04721,0,10.32635,-23.93243,-24.82635,5.079118,-49.36513,-46.45099,3.808076,81.70023,-0.5412934,-0.8408337,0.2716523,-0.08158582,0.9966663,0.5181076,-19.85778,5.215436,31.10015,30.50228,68.15099,82.90405,19.97969,166.8427,4609.112,1,0,0,1128
tap_right,-10.52974,-17.77107,-1.431075,14.57745,17.25529,1.784463,0.4779797,-0.03761603,-0.04545456,0.8137977,-0.2961981,0.5,43.21524,-0.8423855,-0.5388754,-0.2846382,0.5065321,0.8622211,-0.3295783,-5.918389,-18.26128,28.86672,31.00444,61.37346,78.94149,2.939818,131.927,444.6664,1,3,7,-40.51262,-51.4929,-2.880425,10.51556,0,0.8682409,-21.58805,-26.90046,-0.5968725,-40.51262,-50.90051,-1.560165,72.59096,-0.658209,-0.7528352,0.1760617,-0.07845502,0.9969177,-0.09467009,-7.975609,-5.708673,25.39224,26.85388,52.73331,69.29154,10.59537,153.7127,4234.568,1,0,3,1034
tap_right,-8.902142,-12.69328,-0.7364818,12.94986,19.7499,1.958111,0.9789074,0.3199779,0.3515486,1.613415,5.09934,-0.6945927,39.20881,-0.6726381,-0.7399717,0.169129,0.5735765,0.819152,-0.2104355,-17.00535,-7.688827,39.44151,43.52709,81.15794,118.584,1,145.7653,557.7731,3,1,7,-33.98806,-60.73902,0,23.49378,7.679471,8.631759,-12.61328,-23.61047,5.60023,-33.98806,-60.73902,7.134428,89.77616,-0.6943762,-0.7196121,0.3896507,0.3106955,0.9505095,0.3379891,-9.799653,16.30082,28.46645,26.71996,51.65909,68.4931,26.11738,170.7896,4895.317,1,1,0,1128
tap_right,-11.33644,-6.766394,-1.958111,12.13606,17.82016,1.610815,1.065562,0.8483996,-0.0124464,0,0,0,34.17886,-0.6738611,-0.738858,-0.04389059,0.9999661,-0.008234213,-0.9999446,4.324864,-2.679757,29.23056,31.43771,68.75175,84.08519,1.093288,107.7475,385.4398,1,3,8,-43.68982,-20.66769,-2.575017,20.24568,16.11959,2.299315,-15.65162,-4.608369,-0.6629468,-41.2697,-20.66769,-1.880425,73.92435,-0.5735765,-0.8191521,0.2104354,0.6228803,0.7823171,-0.01167981,-16.21685,-3.598343,23.00407,21.34404,51.17156,57.09821,25.8802,131.0801,2274.545,2,1,3,893
tap_right,-9.72303,-16.69641,-1.958111,11.33644,18.62017,2.104723,0.385483,0.5886717,0.1706618,0,0,0,41.31911,-0.7790293,-0.6269875,0.1444305,0.5735765,0.819152,-0.2104355,-10.74807,0.1232026,24.74861,26.10286,45.80426,64.44258,1,100.6457,475.2749,1,1,6,-43.64728,-50.47929,-0.1317591,7.324179,11.18476,3.966872,-19.05779,-19.89948,2.123097,-43.64728,-50.47929,3.245243,80.10832,-0.6800957,-0.7331233,-0.05468206,0.8365902,0.5478292,0.4048227,-12.57168,11.77839,24.97823,25.28537,50.10062,70.48798,13.75706,152.9805,4463.775,1,1,2,893
tap_up,-5.689493,-32.04283,-5.625667,8.137977,30.57449,2,0.9362218,1.949605,-1.247905,-2.427212,5.077785,-0.7155373,64.57769,-0.7973922,-0.6034614,-0.4761198,0.3420202,-0.9396926,-0.523491,-5.916447,-1.221897,33.75978,33.18147,68.61603,84.19711,4,193.8118,1058.14,7,1,3,-6.453658,-105.2529,-24.95811,22.82179,38.99209,3.194593,9.184027,-36.14102,-7.100675,8.987226,-105.2529,-3.910884,149.8541,-0.9525557,0.3043642,0.8886156,0.9014488,0.4328858,-0.7999099,0.7944232,-16.52119,26.36273,22.83143,42.23827,50.74186,49.93891,265.4446,11174.24,4,1,1,940
tap_up,-5.696584,-35.38959,-4.778371,19.50987,29.92702,6.077686,1.774269,-1.27943,-0.2215605,0.8208881,3.361641,-0.2155373,70.84828,-0.9943966,0.1057138,0.9184136,0.3420202,-0.9396926,-0.523491,-8.746165,-0.6980821,32.85013,31.25506,64.17433,69.71725,1,204.1542,1355.588,9,2,5,0,-159.0265,-4.874333,41.50368,0,16.15195,27.38606,-79.61929,6.497702,34.9933,-159.0265,16.02019,165.6928,-0.01131001,0.999936,0.3214456,-0.5848937,0.81111,-0.1239119,4.777542,-5.563444,27.32102,25.15092,41.62223,49.42831,48.37031,309.4336,26770.62,0,0,1,1034
tap_up,-0.8067073,-32.98649,-5.290555,5.675313,36.782,4.353388,1.737775,-0.2394888,-0.6574004,2.427212,-1.425923,0.8472964,70.72952,-0.9975585,0.0698356,0.9397217,0.5735765,-0.8191521,-0.2104354,0.4331946,0.09540963,30.94125,33.51497,51.50025,72.07191,1,195.7279,1383.141,2,1,6,0,-149.0072,-17.40137,36.49327,0,7.709445,20.54264,-67.24249,-3.663242,25.94935,-149.0072,3.235728,155.4525,-0.4692264,0.8830779,0.3838568,-0.1365232,0.9906369,-0.3538281,0.6144977,-4.574302,25.71707,17.9264,35.61953,22.47595,39.34007,307.2176,22887,0,0,3,987
tap_up,-6.510381,-32.00041,-3.311499,8.116706,26.13749,5.035797,0.5654043,-0.1722117,0.1347296,-1.613415,3.389175,-1.041889,60.52805,-0.9718164,-0.2357393,-0.2583523,0.3420202,-0.9396926,-0.523491,-5.652709,0.8222752,28.84724,32.03359,52.47746,75.12637,1,177.6542,1051.989,3,1,7,-18.74571,-136.8824,-6.183163,11.30808,0,7.897946,-5.45942,-60.28769,0.9790223,-12.26369,-136.8824,0.7627639,140.8485,-0.9999993,0.001189545,0.9999866,-0.291367,0.9566113,0.231799,-1.545248,-12.78789,28.14682,28.19045,46.14243,63.40707,12.12421,284.1948,18887.78,2,0,4,940
tap_up,-3.269372,-32.27505,-3.993908,16.26177,27.31631,5.556742,3.173456,-1.000601,0.6333778,0,2.25945,-0.6945927,63.43351,-0.9985847,-0.05318353,0.9715194,0.3420202,-0.9396926,-0.523491,-2.200334,-7.413015,30.02743,32.00958,54.34428,72.14127,1,191.6896,1337.002,4,1,9,0,-140.1772,0,63.46913,0,19.09521,36.48344,-70.47129,12.27297,42.33166,-140.1772,19.08912,155.0568,-0.8450156,0.5347417,0.7774926,-0.3007095,0.9537157,0.1957258,0.4466033,-4.674527,24.78178,17.29504,35.3948,28.8522,67.74421,280.0919,21806.01,0,0,0,940
tap_up,-6.496201,-31.38048,-5.637851,8.130886,31.47796,5.290555,1.880407,0.06146432,0.504085,-1.613415,2.25945,-0.6945927,65.4566,-0.8630547,-0.5051104,-0.5105794,0.8688313,-0.4951081,-0.5713291,1.798023,-5.05443,38.28231,38.57351,83.0154,95.07047,5.200546,166.9481,1015.901,4,2,6,0,-140.2441,-3.71896,41.36897,1.648425,11.08987,18.13297,-66.87337,3.181135,19.47442,-138.8457,0.9573566,148.5402,-0.9081668,0.4186084,0.6020625,0.03266954,0.9994662,0.2589299,1.948768,-7.838342,27.22013,20.2107,41.13315,40.10008,42.85096,300.0752,19988.13,0,1,4,1034
tap_up,-3.255191,-35.35608,-3.688501,15.46216,32.20803,7.709445,3.495076,0.2366539,0.7152704,0.007090397,3.65784,-0.7155373,71.0293,-0.914397,0.4048187,-0.3953414,0.5345422,-0.8451418,-0.2835144,-2.84155,-6.087646,29.77101,28.58308,52.82985,63.27913,4.927987,167.2968,1508.526,4,1,7,0,-159.866,-0.137851,69.90151,4.733068,20.99658,43.02,-71.25654,12.22336,48.82077,-159.866,16.71478,180.0715,-0.6443231,0.7647534,0.03795068,0.06755584,0.9977155,0.2004954,-0.09082997,1.296017,26.35575,16.54115,39.71334,27.45637,71.50712,343.8676,28220,0,1,2,940
tap_up,-5.682403,-33.06909,-5.332444,8.116706,33.55135,3.395277,1.352278,2.280973,-0.3049543,-0.8067073,5.083763,-1.562834,68.59207,-0.9660269,-0.2584416,-0.292062,1,-4.371139E-08,-1,-1.247999,-9.887789,33.78365,33.42525,64.96172,70.41842,7.488767,162.5235,1149.799,5,1,8,-2.448483,-112.3466,-9.725052,28.40492,47.90043,1.389185,10.29497,-43.23521,-5.243886,8.116706,-105.5683,-6.841959,163.5683,-0.9972054,0.07470801,-0.7997495,0.8601939,0.5099671,-0.2199871,5.713247,-5.896661,28.6919,24.25825,44.69493,46.96972,56.05265,284.6326,12739.08,2,1,3,987
tap_up,-0.8067073,-38.88292,-5.248666,16.26886,31.85676,9.577686,3.693924,0.8208281,0.4863947,0,6.77835,-2.083778,74.2664,-0.9561116,0.2930027,-0.110733,0.5735765,-0.8191521,-0.2104354,0.8539543,-4.230484,34.85464,38.23116,66.85585,87.55656,2,190.905,1772.969,4,1,8,0,-161.9842,0,81.26632,18.05824,18.86482,46.28919,-74.81119,10.87869,47.99988,-160.2896,15.31951,198.4323,-0.9803491,0.1972704,0.7045795,0.2169196,0.9761894,0.1305474,4.668709,-3.84825,26.72201,14.91937,37.3124,21.15236,83.93342,361.8675,28871.89,0,1,0,1034
tap_up,-1.634686,-26.5498,-5.985147,12.15733,33.93613,2.757426,2.635726,-0.08056115,-0.6500244,-1.634686,33.93613,-4.404038,62.65142,-0.8356901,0.5492013,0.02633879,0.9999979,-0.002078814,-0.9999759,6.205141,-10.00325,38.36478,41.2374,72.87507,98.09201,7.120523,206.1239,1173.729,2,2,8,0,-156.9621,-19.76352,73.80033,10.07671,9.308076,39.15071,-51.81277,-7.600215,35.77874,-99.28613,-7.766942,184.9151,-0.9916034,0.1293164,0.8913053,-0.03055069,0.9995332,-0.2394463,-2.99945,-6.472095,28.65788,17.55859,38.0395,21.33421,76.045,364.806,25868.02,0,2,3,1316
swipe_back,-4.033536,-26.60487,-3.5,5.696584,2.073387,3.841204,0.1505416,-5.463412,0.4844564,-0.01418079,-8.445404,1.778371,31.16105,-0.2027149,-0.9792378,-0.03789796,1,-4.371139E-08,-1,-2.23701,0.05250025,17.61423,15.97453,34.22085,32.49077,2.363805,102.354,723.2134,4,3,5,-5.639861,-60.39373,0,2.420122,0,8.981724,-0.7235283,-38.91925,4.511522,-4.854424,-58.49751,8.981724,61.58764,-0.9912006,0.1323685,0.7733364,-0.9996206,0.02754407,0.9549564,-12.09884,5.633542,13.49511,14.05519,25.17229,29.17503,60.35606,75.79414,3682.09,2,0,0,517
swipe_back,-0.8067073,-23.39578,-0.8533882,9.744301,0,2.083778,2.265162,-5.618896,0.7481725,6.453658,-4.5189,1.389185,25.83241,0.0193068,-0.9998136,0.7325901,0.9900097,-0.1409992,-0.7325901,9.592703,-1.114577,14.56242,14.61898,30.5506,37.49292,5.786866,68.82607,643.0423,1,0,2,0,-56.18896,0,22.65162,0,7.481724,11.40785,-35.11685,4.445373,11.35772,-46.29608,4.877002,61.04319,-1,-4.371139E-08,1,-0.9274714,0.3738942,0.3136304,-10.04291,7.44199,10.04291,7.616701,13.91245,11.5112,61.04319,65.30606,3726.272,0,0,0,470
swipe_back,-3.24101,-22.38217,-2.458111,12.15024,0.8885944,2.952019,4.190524,-3.698207,-0.2662187,4.840244,-3.389175,1.041889,28.41986,-0.06605398,0.997816,-0.2260025,0.5735765,0.819152,-0.2104355,0.6335907,1.444176,13.98909,15.23451,29.04556,36.62534,1,79.64352,551.3256,2,1,3,-0.8067073,-41.56887,-3.527036,46.89538,0,1.335113,27.9713,-23.16425,-0.8801394,37.2078,-32.92182,0.4668716,63.45944,-0.7242401,0.689548,0.3072636,-0.6616906,0.749777,-0.06340093,-9.356188,-0.2576684,10.05432,8.246946,18.79443,18.07505,61.549,78.32404,3883.365,1,0,3,517
swipe_back,-2.420122,-7.343213,-3.5,6.453658,2.073387,2.257426,1.470608,-2.239425,0.09360956,0,0,0,14.16207,-0.9876427,-0.1567222,0.8886014,0.5735765,-0.8191521,-0.2104354,-0.2356751,6.323046,13.55373,13.59991,27.62718,31.07201,1,45.1082,64,1,2,1,0,-25.41881,0,18.59681,0,7.814168,8.014619,-15.68703,3.084445,4.033536,-20.89991,6.424983,32.45025,-0.5735765,0.819152,0.2104355,-0.8358793,0.5489134,0.06352509,-9.332545,1.218935,10.03068,8.791536,17.01736,14.01649,29.48837,44.53797,934.0971,0,0,0,517
swipe_back,0,-7.343213,-0.2635182,5.646951,0,2.257426,2.423667,-4.08837,1.052361,1.613415,-6.77835,2.083778,9.600312,-0.7155242,0.698588,-0.1844245,0.5735765,-0.8191521,-0.2104354,-2.88469,0.5412836,9.566008,8.111875,19.35654,17.41805,2,25.20703,64.87573,0,0,2,0,-32.70696,0,19.38934,0,8.418891,9.789029,-16.21877,3.895406,9.708849,-14.63136,2.862149,38.94315,-0.7833786,0.6215448,0.3612885,-0.8602058,0.5099471,0.3982783,-6.988317,3.59228,6.988317,3.700427,7.69478,2.902022,38.94315,41.10966,1516.569,0,0,0,376
swipe_back,0,-11.83222,-0.58987,8.909232,0,1.736482,3.376726,-3.615743,0.6132039,6.453658,-4.5189,1.389185,14.99293,-1,-4.371139E-08,1,0.8879325,-0.4599736,-0.3072635,5.39926,5.398228,16.0362,15.50416,31.01227,38.82941,3.546097,39.05206,219.7239,0,0,3,0,-39.77317,0,37.14399,0,7.293223,17.82601,-20.79721,4.41378,18.55427,-21.755,6.251334,54.90694,-0.7661852,0.6426198,0.2500978,-0.7308503,0.6825377,0.1786749,-7.894531,2.507436,7.894531,2.765321,7.058892,1.296806,54.83684,57.07828,3007.079,0,0,0,517
swipe_back,-4.033536,-11.32841,-2.58987,3.2481,0.2961981,2.104723,-0.3343554,-2.980339,0.3230835,-4.033536,-2.824313,0.8682409,14.49803,-0.9972032,-0.07473852,0.8886014,0.5735765,-0.8191521,-0.2104354,2.023946,0.5668884,17.70414,19.12316,35.62459,46.17995,1,62.06712,131.3482,5,1,1,-6.446568,-36.06026,0,1.613415,0,6.966872,-2.534958,-21.59796,3.612252,-2.413031,-26.84836,6.098631,37.60111,-0.8138149,0.5811241,0.3954238,-0.9937658,-0.1114876,0.6948812,-10.40235,8.458112,15.98741,14.98566,33.75837,36.08575,36.19666,46.06954,1329.731,1,0,0,564
swipe_back,-8.923413,-12.15596,-2.805407,4.033536,0,1.91013,0.2335037,-3.29182,0.3029705,0.8067073,-5.083763,1.562834,18.38168,-0.7155242,-0.698588,-0.1844244,0.5735765,-0.8191521,-0.2104354,4.854618,-9.983897,15.57428,14.79695,35.81912,37.34344,1,58.53242,148.9835,4,0,4,-1.698499,-32.9182,0,7.224914,0,4.966872,2.458007,-18.23695,2.172714,4.005175,-22.86081,3.209445,34.466,-0.5735765,0.819152,0.2104355,-0.9974936,0.0707567,0.7920558,-11.81059,-0.9301117,11.81059,10.70875,21.14387,24.53845,33.1397,48.37611,1098.24,2,0,0,470
swipe_back,-3.269372,-16.91001,-2,4.840244,1.184793,2.083778,1.430995,-6.051208,0.587459,1.613415,-6.77835,2.083778,20.24512,-0.9978815,0.06505846,0.6807312,1,-4.371139E-08,-1,-4.433241,-2.916903,12.10528,10.83073,23.85899,23.16076,1.181903,43.76587,296.6529,2,1,1,-1.670138,-55.64566,0,12.87895,0,7.287132,4.084428,-34.59821,3.76809,-0.05672318,-48.86731,5.203353,57.97601,-0.9977075,0.06767338,0.9212136,-0.9731591,0.2301335,0.3797689,-8.549563,7.49269,9.247695,8.594576,12.74907,15.40209,56.21216,65.93779,3242.158,2,0,0,423
swipe_back,-4.033536,-5.083763,-2.652704,7.260365,0.2961981,1.562834,1.39856,-1.815078,0.1415219,7.260365,-5.083763,1.562834,13.20102,0.5735765,0.819152,-0.2104355,0.5735765,0.819152,-0.2104355,4.042134,1.013344,17.6687,17.03863,41.04855,40.13609,1,36.77476,81,1,1,1,-4.840244,-20.26205,0,15.38416,0,5.035797,5.193507,-10.51797,1.84498,2.420122,-11.86211,3.646612,29.06779,-0.9798157,-0.1999031,0.8332036,-0.7921287,0.610354,0.1006771,-9.048653,6.423984,9.746784,9.283978,17.58106,20.41876,25.25334,35.42209,637.7311,1,0,0,517
swipe_down,-4.068988,0,-2.5,6.503291,15.86288,1.068925,0.2052221,5.724486,-0.580065,-2.413031,1.370856,0.8054073,19.39437,0.9970071,-0.07731028,-0.9184135,-0.9573289,-0.2890005,0.2215892,2.76049,-8.182514,9.896878,10.34142,19.9819,24.8531,5.619352,46.33768,257.3779,2,0,2,0,0,-4.64052,8.123796,45.79589,0,2.987076,30.29889,-2.516503,8.123796,42.94404,-2.945927,46.74178,0.9983495,0.05743055,-0.9074326,0.999358,0.03582684,-0.9427385,10.98243,-3.156228,10.98243,9.120939,22.61577,20.64119,46.05967,52.99331,2121.493,0,0,0,376
swipe_down,-0.8137977,-0.2961981,-3.757426,4.847334,15.33153,0.5,1.351602,2.749925,-1.076035,0.8137977,-0.2961981,0.5,17.15809,0.8020057,0.5973164,0.5040312,-0.5735765,-0.8191521,0.2104354,0.2984786,4.655602,22.42052,20.75119,48.81327,45.57853,1,48.75622,265.7308,4,2,4,0,0,-16.14052,20.27404,41.24888,0,12.9729,26.00255,-6.328828,18.64644,34.73252,-5.14052,48.71369,0.5735765,0.8191521,-0.2104354,0.8974559,0.4411042,-0.6228412,13.50529,-8.717707,14.20342,10.19057,21.51219,15.38605,48.71369,57.25161,2373.023,0,0,0,705
swipe_down,-4.068988,-0.02753374,-5,5.661132,10.17115,0.8263518,0.8652147,1.971327,-1.332927,0,0,0,15.25237,1,-4.371139E-08,-1,-0.9008424,-0.4341463,-0.3722094,-4.617956,6.90202,24.79828,26.27677,54.88616,62.9612,1.902676,59.76415,135.8174,4,1,3,0,0,-19.99391,12.97822,29.5699,1.152704,7.755351,16.28309,-5.926386,8.088344,18.63811,-2.32026,38.60042,0.712746,0.7014223,0.5762854,0.9156861,0.4018943,-0.8387851,16.98162,-7.756526,17.04868,16.00252,31.39276,33.02843,37.98118,52.35247,1442.57,0,0,1,705
swipe_down,-5.696584,0,-5,1.620505,10.46735,0.1527036,-0.3772351,1.835402,-1.21211,0,0,0,13.77155,0.9947594,0.1022438,-0.6603133,-0.9534163,-0.3016578,0.3954239,1.572712,-0.1298378,14.14712,15.2978,28.14831,29.98982,2.696703,48.00389,113.321,1,0,1,-4.904058,0,-15.75743,4.047717,23.86023,0,-0.8320302,15.42195,-5.919541,-1.648867,17.34387,-4.757426,29.96233,0.8925133,0.4510212,-0.07991487,0.9795247,-0.2013243,-0.9548267,15.1481,-11.8066,15.1481,11.99451,32.83398,25.58026,29.01133,37.58244,841.657,1,0,0,611
swipe_down,-0.8421593,0,-4.5,8.109615,10.17712,0.1527036,0.9329978,2.503597,-1.260238,0,0,0,14.33024,0.9677277,0.2519983,-0.119225,-0.5735765,-0.8191521,0.2104354,-0.08098638,2.700249,17.33532,16.54106,35.38603,35.4783,1,44.78722,109.7846,2,0,1,0,0,-16.38309,12.97113,32.54677,0,8.608966,20.55554,-6.866882,12.12897,27.8076,-8.383094,38.67749,0.6533154,0.7570859,-0.01292362,0.9370472,0.3492026,-0.8037133,12.16967,-9.002222,12.16967,9.373195,20.21639,15.81555,38.40325,44.94819,1474.81,0,0,0,611
swipe_down,-4.068988,-0.2961981,-9.5,1.627595,5.627765,0.5,0.3734173,2.230825,-1.126194,1.620505,4.787565,-1.062834,12.94389,1,-4.371139E-08,-1,0.3420202,-0.9396926,-0.523491,5.979984,-6.27504,14.54857,15.89386,25.58602,31.02927,1,38.64783,122.584,1,0,3,0,-0.2961981,-14.64052,9.73721,29.00072,1.08987,5.272465,13.65366,-2.882903,8.116706,17.1044,-1.577686,34.64922,0.4453299,0.8953665,0.5171158,0.9862781,0.1650928,-0.9491829,11.98158,-5.582431,12.67971,8.127047,19.87888,11.83624,32.84741,41.91169,1078.952,0,1,1,611
