@RELATION ..\..\..\data_arff\all-training.arff
@ATTRIBUTE GestureType  {swipe_left,swipe_right,swipe_up,swipe_down,swipe_front,swipe_back,tap_left,tap_right,tap_up,tap_down,tap_front,tap_back,scratchout,circle,square,x,c,two_handed_fb,two_handed_lr,horizontal_circle,vertical_circle,spiral,arm_lift,arm_drop,triangle,z,unknown}
@ATTRIBUTE MinX NUMERIC
@ATTRIBUTE MinY NUMERIC
@ATTRIBUTE MinZ NUMERIC
@ATTRIBUTE MaxX NUMERIC
@ATTRIBUTE MaxY NUMERIC
@ATTRIBUTE MaxZ NUMERIC
@ATTRIBUTE MeanX NUMERIC
@ATTRIBUTE MeanY NUMERIC
@ATTRIBUTE MeanZ NUMERIC
@ATTRIBUTE MedianX NUMERIC
@ATTRIBUTE MedianY NUMERIC
@ATTRIBUTE MedianZ NUMERIC
@ATTRIBUTE DiagonalLength NUMERIC
@ATTRIBUTE StartAngleSinXY NUMERIC
@ATTRIBUTE StartAngleCosXY NUMERIC
@ATTRIBUTE StartAngleSinXZ NUMERIC
@ATTRIBUTE FirstLastAngleSinXY NUMERIC
@ATTRIBUTE FirstLastAngleCosXY NUMERIC
@ATTRIBUTE FirstLastAngleSinXZ NUMERIC
@ATTRIBUTE TotalAngleXY NUMERIC
@ATTRIBUTE TotalAngleXZ NUMERIC
@ATTRIBUTE AbsoluteTotalAngleXY NUMERIC
@ATTRIBUTE AbsoluteTotalAngleXZ NUMERIC
@ATTRIBUTE SquaredTotalAngleXY NUMERIC
@ATTRIBUTE SquaredTotalAngleXZ NUMERIC
@ATTRIBUTE FirstLastDistance NUMERIC
@ATTRIBUTE TotalDistance NUMERIC
@ATTRIBUTE MaxAccelerationSquared NUMERIC
@ATTRIBUTE ZeroCrossingsX NUMERIC
@ATTRIBUTE ZeroCrossingsY NUMERIC
@ATTRIBUTE ZeroCrossingsZ NUMERIC
@ATTRIBUTE Stroke_MinX NUMERIC
@ATTRIBUTE Stroke_MinY NUMERIC
@ATTRIBUTE Stroke_MinZ NUMERIC
@ATTRIBUTE Stroke_MaxX NUMERIC
@ATTRIBUTE Stroke_MaxY NUMERIC
@ATTRIBUTE Stroke_MaxZ NUMERIC
@ATTRIBUTE Stroke_MeanX NUMERIC
@ATTRIBUTE Stroke_MeanY NUMERIC
@ATTRIBUTE Stroke_MeanZ NUMERIC
@ATTRIBUTE Stroke_MedianX NUMERIC
@ATTRIBUTE Stroke_MedianY NUMERIC
@ATTRIBUTE Stroke_MedianZ NUMERIC
@ATTRIBUTE Stroke_DiagonalLength NUMERIC
@ATTRIBUTE Stroke_StartAngleSinXY NUMERIC
@ATTRIBUTE Stroke_StartAngleCosXY NUMERIC
@ATTRIBUTE Stroke_StartAngleSinXZ NUMERIC
@ATTRIBUTE Stroke_FirstLastAngleSinXY NUMERIC
@ATTRIBUTE Stroke_FirstLastAngleCosXY NUMERIC
@ATTRIBUTE Stroke_FirstLastAngleSinXZ NUMERIC
@ATTRIBUTE Stroke_TotalAngleXY NUMERIC
@ATTRIBUTE Stroke_TotalAngleXZ NUMERIC
@ATTRIBUTE Stroke_AbsoluteTotalAngleXY NUMERIC
@ATTRIBUTE Stroke_AbsoluteTotalAngleXZ NUMERIC
@ATTRIBUTE Stroke_SquaredTotalAngleXY NUMERIC
@ATTRIBUTE Stroke_SquaredTotalAngleXZ NUMERIC
@ATTRIBUTE Stroke_FirstLastDistance NUMERIC
@ATTRIBUTE Stroke_TotalDistance NUMERIC
@ATTRIBUTE Stroke_MaxAccelerationSquared NUMERIC
@ATTRIBUTE Stroke_ZeroCrossingsX NUMERIC
@ATTRIBUTE Stroke_ZeroCrossingsY NUMERIC
@ATTRIBUTE Stroke_ZeroCrossingsZ NUMERIC
@ATTRIBUTE Duration NUMERIC
@DATA
tap_front,-4.040627,-18.11636,-3.041889,5.668222,5.065829,2.479055,-0.124927,-0.3878179,0.1915022,0,0,0,25.7324,0.8833147,-0.4687805,0.7737124,0.3420202,0.9396926,-0.5234909,-5.111561,-2.859403,36.46557,34.95487,72.79323,76.42203,1,103.1073,348.9589,5,6,4,-16.21214,-10.08326,0,0,29.42849,9.506092,-6.746984,13.57917,4.404515,-6.446568,29.42849,3.033128,43.7536,-0.3420202,-0.9396926,0.5234908,-0.9518344,-0.3066124,0.8375421,-1.767475,6.314147,36.68799,38.1921,79.34758,94.0623,11.70527,98.60551,916.7941,0,2,0,1222
tap_front,-10.5581,-9.572773,-2.958111,6.453658,5.609136,3.784463,-0.6589949,-0.8334448,0.3600295,0,0,0,23.77714,0.5735765,-0.8191521,-0.2104354,0.5735765,-0.8191521,-0.2104354,2.778552,3.735339,43.17899,45.69421,96.3826,110.4255,8,112.7472,127.7895,6,6,3,-34.08024,-27.26263,0,6.453658,11.64407,23.79055,-15.96859,-2.219468,12.70819,-34.08024,11.64407,21.01218,61.01409,-0.5735765,0.819152,0.2104355,-0.7844193,-0.6202309,0.4794449,6.407683,16.97713,46.66109,46.62606,111.0719,112.5096,35.89889,116.6428,1738.559,1,2,0,1504
tap_front,-12.10061,-16.9591,-1.305407,4.076079,5.630692,5.562834,-0.8751145,-3.764721,0.8797284,-0.8137977,0.2961981,-0.5,28.62091,0.746665,0.6652003,0.2885985,0.3420202,0.9396926,-0.5234909,-1.504879,4.402547,37.46434,35.80086,79.81545,85.78481,2,112.8788,304.2857,11,3,6,-22.61617,-90.3533,0,0,17.172,21.55065,-14.64753,-17.95629,14.39735,-21.77401,8.15506,19.33244,111.9715,0.8394023,-0.5435106,0.4842137,-0.974031,-0.2264149,0.7089635,-15.46984,27.77753,37.89674,41.00643,78.00524,96.57924,95.13471,152.1348,9050.614,0,2,0,1128
tap_front,-5.689493,-12.44618,-2.631759,4.868605,14.86415,4.041889,-0.6487691,-0.7172397,0.5061081,0,0,0,30.03107,0.991422,0.1306996,-0.8937986,0.8764026,0.4815792,-0.9508889,10.56647,1.060522,32.81946,31.23859,62.76267,68.79967,3.017549,130.1458,230.1075,7,3,8,-17.85392,-17.93099,0,0.8421593,49.00123,14.79665,-8.317262,22.80072,8.932786,-4.019356,48.70503,10.06016,71.05213,0.03280805,-0.9994617,0.4435791,-0.741619,-0.6708213,0.6150832,-2.376804,10.83722,37.48007,40.94801,78.15543,103.5149,27.28873,143.1645,2515.876,2,2,0,1175
tap_front,-8.951775,-18.41255,-1.326352,3.24101,13.51485,4.805408,-0.9452946,-1.407956,1.050647,0.8137977,-0.2961981,0.5,34.72206,-0.160698,-0.9870036,-0.5882555,-0.9245498,-0.3810612,-0.6289973,-4.275162,-0.1190039,32.67012,34.4074,65.85115,69.44254,2.215338,145.6892,348.4558,4,3,3,-22.68707,-33.79095,0,2.434303,26.75673,26.78446,-11.94337,5.107972,14.54836,-17.87519,25.64786,16.49124,70.81322,0.97183,-0.235683,0.6132178,-0.8302341,-0.557415,0.7433955,-6.140134,16.65247,38.67986,38.76126,87.17102,91.50018,47.87854,119.7386,2292.354,3,1,0,1128
tap_front,-8.116706,-14.32085,-2.742574,6.48202,10.14361,4.263518,-0.2169177,-1.354035,0.9372402,0,-1.984808,0.1736482,29.338,0.995725,0.0923676,-0.5542451,-0.8029305,-0.5960727,-0.8523514,6.694542,-3.625803,38.13968,37.20866,72.7462,76.33294,1.90346,124.8159,254.625,4,1,4,-14.542,-35.20491,0,4.09026,37.56269,26.14394,-2.481657,11.72079,16.37416,3.297733,35.9991,19.58111,79.53484,0.973965,0.2266984,0.7064729,-0.9874097,-0.158184,0.9742472,-9.003394,25.47834,35.47033,36.9333,64.08456,76.86654,43.18571,137.9637,1865.005,3,1,0,1222
tap_left,-31.5963,-21.45046,-3.389185,29.17618,20.77547,3.278371,0.3792999,-1.519632,0.5069815,-0.8067073,-0.5648625,0.1736482,74.30196,0.3420202,0.9396926,-0.5234909,0.3420202,0.9396926,-0.5234909,9.409345,5.040602,34.47066,32.19086,61.68766,72.75278,1,250.436,1159.877,3,3,8,-0.8137977,-52.33075,-2.445927,184.0585,29.86833,15.20944,80.85439,-16.01598,4.464818,184.0585,-51.76589,4.293223,203.0915,-0.3420202,-0.9396926,0.523491,-0.9702339,0.24217,0.8007095,-15.63787,20.63898,41.45108,39.30691,95.93761,109.7698,49.38787,443.7635,36575.66,1,2,2,1410
tap_left,-34.8444,-20.60498,-4.278371,29.9758,18.63213,3.215537,-0.0642364,-0.08810031,-0.04007262,-4.040627,3.092977,-0.5418891,76.14045,0.7998995,0.600134,-0.2327811,-0.4293489,-0.9031387,0.4342891,7.467572,-2.025766,38.67525,38.56921,87.88324,103.5831,2.939817,224.6671,1214.816,1,3,11,-1.670138,-29.49678,-9.445927,181.5533,32.77525,0,88.31559,0.1201647,-5.59011,181.5533,-29.49678,-5.658795,193.7469,0.4084502,0.9127806,-0.4580397,-0.8080236,-0.5891502,-0.5292876,-9.713442,10.85504,38.82085,37.6392,93.77407,107.3178,3.020226,422.306,33863.68,1,3,0,1222
tap_left,-29.9758,-22.95301,-2.173648,36.472,19.46566,3.972964,0.5222862,-1.162508,0.531386,0,0,0,79.07233,0.2861075,0.9581975,-0.09140706,0.3420202,-0.9396926,-0.523491,-3.753506,-3.980157,41.16693,37.34302,86.93417,89.15971,1,273.4902,1642.667,3,3,5,0,-54.9786,-4.14052,213.2347,27.0404,16.47296,111.2542,-18.65793,5.57578,208.3873,-54.9786,6.424983,229.3928,0.6758024,0.7370829,0.05404691,-0.9121687,0.4098148,0.713187,-6.39803,18.27493,41.35013,42.98664,96.53425,122.3078,42.80446,493.068,47449.34,0,4,2,1457
tap_left,-33.21681,-18.06727,-3.125667,27.54149,16.99261,1.979056,0.5800111,-0.1553548,0.1388633,0,0,0,70.33366,0.8642974,0.502981,-0.02572826,-0.163558,0.9865337,-0.1974252,-0.966121,3.427996,34.4401,37.30577,67.87395,89.15095,1.674731,212.6754,1112.979,2,3,10,-3.24101,-23.99249,-1.397946,196.1733,37.34852,7.616907,99.63416,1.483013,2.952716,191.3188,-23.6963,4.826352,208.8302,0.1471794,-0.9891098,0.5796388,-0.2587276,0.9659503,0.232835,-5.517034,11.04077,43.74594,42.44527,107.4358,119.8598,17.87282,439.6911,38995.58,1,3,2,1363
tap_left,-30.81087,-22.58019,-3.514853,31.61048,22.6137,4.778371,-0.7878527,-1.586975,0.6275451,-1.613415,2.25945,-0.6945927,77.50929,0.427186,0.9041638,-0.0989995,-0.9999871,-0.005070351,0.9471956,-3.906936,3.572999,38.43454,36.41439,75.03648,85.53146,1.398564,258.3881,1273.515,5,3,7,-23.63558,-47.60924,-1.625667,180.8246,34.80649,18.82635,81.44053,-12.62557,8.660994,179.1899,-43.87046,11.29932,221.3924,0.9999981,0.001938417,-0.9999509,-0.8956956,-0.4446677,0.6230367,-9.223488,14.7921,43.71519,46.85259,97.33174,129.7715,56.38894,492.3745,34397.91,1,3,1,1410
tap_left,-30.81796,-15.73119,-2.91013,28.3482,16.34515,6.389185,-0.4064268,-0.3192959,0.7006982,-0.8137977,3.94806,-0.3682409,67.94117,0.5284091,0.8489899,-0.09028708,-0.5735765,0.819152,0.2104355,11.68764,-8.673214,42.13919,44.29134,85.31915,112.3238,1,202.6626,982.9456,3,3,9,-12.19278,-13.47606,-2.155372,201.9691,40.71614,21.02094,90.48048,9.749991,4.826277,201.9691,-13.47606,3.458111,222.1244,0.9670856,0.2544513,-0.554245,-0.6177749,-0.786355,0.8650197,-10.97338,14.19599,43.79005,43.65818,100.0291,123.1583,26.12085,486.2839,40985.09,2,3,3,1410
tap_left,-29.96162,-21.20336,-2.257426,33.23808,11.05905,5.67974,1.765574,-2.199805,1.232891,-0.8067073,0.5648625,-0.1736482,71.40072,-0.4458002,0.8951325,0.2402384,-0.9308543,0.3653906,0.08819664,13.11474,15.88103,44.63319,47.37006,96.49693,128.4627,6.665679,242.8749,1107.521,3,3,10,-5.689493,-61.59453,-0.2155373,198.5863,31.08525,34.76085,105.4795,-7.723288,18.41353,198.5863,-20.62793,15.41622,227.0275,0.9215604,-0.3882349,0.008432916,-0.7798771,0.6259327,0.5725238,1.885636,8.241152,39.14555,39.62204,90.69205,110.7027,86.19456,443.7208,40099.69,1,3,1,1316
tap_left,-27.55568,-17.88718,-2.91013,31.61757,17.45331,5.236482,-0.4889877,-0.02810838,0.6529956,0,0,0,69.40311,0.2266597,0.973974,0.3987032,0.3420202,0.9396926,-0.5234909,-3.653927,7.543111,44.6451,48.71133,95.61759,123.0294,1,211.6984,1002.388,1,3,10,-14.66963,-29.10017,-0.6614643,186.3864,27.78535,19.58987,89.30583,0.6398551,8.135578,186.3864,-29.10017,10.27837,209.9276,0.09885805,0.9951016,0.4289894,-0.05738814,-0.9983519,0.8004465,-10.74858,13.65948,44.888,45.23782,110.4359,127.3857,24.4882,447.8576,35692.37,2,4,2,1410
tap_left,-30.79668,-18.74226,-4.104722,25.12846,14.31125,4.778371,-0.8864318,-0.5033988,0.1654734,-0.8137977,-0.2961981,0.5,65.56726,-0.003078212,0.9999953,0.09199294,-0.7216334,-0.6922754,-0.1875811,4.100709,0.5811802,41.43829,39.75969,85.01261,94.70423,1.165106,214.9967,957.8541,3,3,9,-26.59298,-15.10196,-11.32902,172.0997,36.62748,5.880424,83.17348,8.591363,-2.968419,171.3001,-4.884654,-6.709445,206.0361,0.7529764,0.6580475,0.3083476,-0.4938195,-0.8695644,0.1835034,-7.371915,12.40123,40.24039,40.2369,92.74336,109.7672,30.98224,432.0462,29677.71,1,3,2,1410
tap_left,-30.81796,-16.15908,-3.625667,29.16909,22.28399,4.583778,-0.8889831,-1.522119,0.6534415,-3.226829,2.25945,-0.6945927,71.71967,-0.6645504,-0.7472435,0.4527072,-0.9392005,-0.3433694,-0.7690248,10.41451,3.78464,43.63912,44.75094,86.60712,111.2151,2.564297,228.8354,1218.466,3,3,12,-28.44747,-48.70781,-1.071594,183.1667,20.34993,20.91013,80.83504,-13.00102,5.575538,181.5462,-42.22427,3.841204,223.6799,0.6798298,0.7333699,0.6516617,-0.863512,-0.5043283,0.5922593,-11.98988,22.75608,49.21893,52.31104,112.5793,144.6444,60.15765,488.563,35327.68,1,3,6,1504
tap_right,-30.81087,-13.58188,-1.952019,31.61757,20.36983,5.736482,0.2461755,0.3996889,0.5628794,6.48911,0.2135969,1.979056,71.47826,0.5662521,-0.8242322,0.07680204,-0.5735765,0.819152,0.2104355,4.795006,-8.408871,47.02724,51.07284,106.1163,129.8437,1,223.2825,1002.814,1,4,12,-203.5613,-0.08260123,-0.1736482,8.123796,53.91381,18.57502,-80.33148,26.70746,9.71065,-195.4587,23.30053,12.76961,219.2663,-0.0204026,-0.9997919,0.5222858,0.8514555,0.5244269,0.9162076,-7.950976,12.13008,42.03212,44.2307,103.4398,125.9717,24.1867,462.7675,42043.36,1,2,3,1551
tap_right,-22.72252,-17.28283,-1.583778,35.66529,19.77145,5.215537,1.061684,-0.5551847,0.911022,0,0,0,69.4866,0.2627332,-0.9648685,0.1175317,-0.5735765,0.819152,0.2104355,8.166556,8.642535,49.44395,50.49662,106.8179,130.94,1,242.5968,1443.947,1,3,11,-178.4753,-31.02336,-0.3472964,33.97388,31.18412,29.1527,-78.75974,-3.051136,15.17623,-178.4753,-31.02336,21.66756,223.3264,0.5735765,-0.8191521,-0.2104354,-0.4633942,0.8861522,0.6512064,-2.6443,29.27807,48.57347,50.34817,114.8115,141.8873,48.1636,447.9487,33285.38,1,3,3,1504
tap_right,-25.96353,-16.37268,-2.083778,32.43137,12.11284,3.41013,0.3917134,-0.8888016,0.3926983,0,0,0,65.20409,0.6230451,-0.7821859,0.3536203,-0.5735765,0.819152,0.2104355,-1.168438,11.13974,48.00809,50.89749,107.0474,128.9677,2,213.7849,1063.403,5,3,8,-198.6785,-27.55285,-0.3472964,12.14315,35.90466,18.47296,-97.17742,-2.692761,11.45832,-194.6308,-20.1832,18.47296,220.9679,0.8205817,-0.5715293,0.3108323,-0.9150712,0.4032922,0.707993,-10.41444,17.41322,46.7206,48.91859,109.3149,140.1923,32.47789,465.1505,39909.03,1,3,1,1457
tap_right,-25.14264,-24.37296,-3.41013,28.39783,10.16753,5.215537,-0.07034685,-0.577125,0.6423098,0,0,0,64.29642,0.8301337,-0.5575644,0.3662409,-0.5735765,0.819152,0.2104355,5.439616,17.12141,59.42556,58.91931,140.2835,148.5044,1,211.8018,1202.063,3,3,10,-206.7881,-44.19362,-0.1736482,0,35.56535,28.54189,-97.3465,-11.41009,15.73748,-206.7881,-44.19362,26.3412,223.4891,0.3968963,-0.9178634,-0.00647627,-0.9926531,-0.1209947,0.9940561,-6.094395,34.18108,52.22426,54.25032,122.7859,152.9949,29.45632,471.9705,45408.25,0,3,1,1598
tap_right,-25.12846,-15.86886,-5.604722,32.42428,16.70239,6,-0.6830958,-1.809504,0.6267732,0,0,0,67.1407,0.2618789,-0.9651008,0.117127,0.01131001,0.999936,-0.3214456,5.075349,5.550923,54.57943,56.03508,119.3811,140.0005,2.570884,225.7428,1141.004,5,5,14,-210.0291,-57.90414,0,0,13.66976,20.05674,-111.3942,-27.20962,12.37962,-209.194,-49.64882,14.55065,222.7944,0.1808467,-0.9835113,0.1259207,-0.9355565,-0.353177,0.6760769,-13.81771,16.51285,52.74328,52.91457,130.9698,147.78,65.06137,455.1857,46438.88,0,2,0,1504
tap_right,-26.77733,-21.83289,-1.958111,25.97062,18.33593,4.437166,-1.274368,-1.262711,0.5819498,-2.441393,2.500581,0.4581109,66.60915,0.3219677,-0.9467506,0.1462218,-0.5735765,0.819152,0.2104355,-5.322518,11.54162,54.82784,56.94159,115.3731,145.803,1,279.5547,1084.887,3,3,10,-215.7115,-44.19489,-0.7932234,0,34.29268,20.36824,-108.5419,-4.8167,9.71104,-215.7115,-27.01718,8.493908,230.5202,0.5973561,-0.8019761,-0.007399166,-0.7038504,-0.7103481,0.4153946,-5.815522,18.58773,49.18567,49.67317,116.1606,142.0174,66.01114,489.056,47333.54,0,3,3,1645
tap_right,-28.35529,-20.07961,-2.972964,26.73479,18.10078,4.58987,-0.1187887,-0.6321483,0.7083016,1.613415,1.129725,-0.3472964,67.45261,0.581151,-0.8137957,0.1328578,-0.90291,0.4298297,0.5424858,13.22868,1.949017,36.89437,38.01186,77.55488,89.44519,1.947765,203.36,1082.214,3,3,9,-184.0585,-17.70015,-6.266187,0,48.80862,19.83244,-97.73611,9.503428,1.235101,-181.6171,-2.99842,-3.631759,197.4388,0.9318138,-0.3629367,-0.6195458,-0.9827985,-0.1846809,0.9862266,-6.985242,1.857996,40.5191,43.22752,92.90159,122.0563,26.78963,425.5452,33890.32,0,3,1,1316
tap_right,-34.00933,-22.98055,-2.41013,30.79668,10.92207,5.257426,-1.001558,-2.090521,0.8169587,0.8067073,0.5648625,-0.1736482,73.5391,-8.742278E-08,-1,-8.742278E-08,-0.457402,0.8892601,-0.09381653,6.857109,3.424969,46.79596,44.53951,99.5379,110.0062,3.657388,238.606,1159.256,3,3,8,-218.1316,-62.71562,0,0,24.10957,24.50876,-114.8277,-28.07174,15.5567,-216.4969,-56.93766,22.89795,236.0523,0.5127635,-0.8585299,0.1913257,-0.9018414,-0.4320672,0.6320798,-2.912406,39.09398,46.17392,46.56689,107.8946,134.5018,73.7342,467.8365,51021.05,0,1,0,1410
tap_right,-29.16909,-17.50838,-2.236482,28.39783,16.37866,4.937166,-0.3231551,-1.273722,0.8331302,0,0,0,67.1844,0.737642,-0.675192,0.08943314,-0.5735765,0.819152,0.2104355,3.851781,20.57863,44.60054,47.8419,97.81864,123.1551,2,226.2538,976.2581,2,3,9,-195.3595,-38.21167,-2.619575,0,30.94299,24.99391,-97.50155,-0.8287587,8.998673,-195.3595,-13.8529,4.667556,209.0698,0.4624324,-0.8866545,-0.0757494,-0.9692906,-0.2459183,0.9323217,-9.674324,6.785391,46.47576,49.6039,115.3203,143.0677,46.67776,445.4542,38379.02,0,3,1,1410
tap_right,-33.23808,-22.153,-5.625667,30.81087,21.52709,5.889185,0.4073161,-0.5903146,0.3458066,13.76366,3.575238,1.763518,78.37608,1,-4.371139E-08,-1,-0.5735765,0.819152,0.2104355,11.6707,-12.04454,50.69296,52.7688,104.7307,130.3901,1,283.8495,1326.505,2,4,7,-198.5792,-20.33937,-10.64052,16.28304,47.27325,11.75743,-72.1712,2.660979,3.129888,-198.5792,-9.163513,5.215537,226.3602,0.901242,-0.4333162,-0.2812547,-0.823081,0.5679241,0.6472008,0.02587724,8.353285,49.7047,52.20164,115.8206,145.2387,27.07135,499.7108,39544.88,1,3,1,1598
tap_up,-12.20697,-36.782,-5.778371,6.524562,26.29602,8.667556,-1.157279,1.422961,1.691399,-4.875696,4.732497,0.58987,67.36758,0.3807571,-0.9246751,0.4473493,0.3420202,0.9396926,-0.5234909,-7.032233,8.368444,43.00098,45.30963,93.60717,112.0802,1,224.7915,1391.088,7,3,5,-48.85622,-94.06006,0,0,36.99701,55.48515,-28.99038,-24.75471,34.71926,-28.568,-93.52273,38.64319,150.4709,-0.8764025,-0.4815793,0.9508889,0.7758145,-0.6309611,0.8253061,10.22642,29.61278,39.16513,39.6115,77.10856,88.32922,64.86959,280.3855,11105.89,0,1,0,1222
tap_up,-12.98531,-40.04018,-7.146612,11.40026,30.56184,16.05674,-0.6945021,-2.265773,1.09153,-1.613415,2.25945,-0.6945927,78.2157,-0.5735765,0.819152,0.2104355,0.3420202,0.9396926,-0.5234909,7.688351,-3.76294,43.2434,49.67473,91.38177,122.9311,2,298.8032,1874.673,9,2,9,-41.47532,-216.209,0,0,0,51.39185,-16.4873,-119.9808,31.40074,-6.581285,-216.209,35.2026,226.07,-0.1309776,-0.9913853,0.1028126,-0.9560938,-0.2930607,0.8436992,-3.569353,8.944696,45.39571,44.12241,90.1072,102.4315,73.05533,422.2169,48028.85,0,0,0,1316
tap_up,-12.20697,-40.04018,-8.667556,12.22115,31.15423,10.75133,-0.4364695,-2.154196,1.134193,-0.007090397,-0.3237319,1.326352,77.73332,-0.5778033,-0.8161761,0.5832159,0.3420202,0.9396926,-0.5234909,-7.669549,8.668919,46.13692,50.15165,90.17297,117.1071,1,300.8047,1867.817,3,2,6,-43.16673,-216.3155,0,0,5.551115E-17,53.4128,-20.04268,-118.6538,32.76104,-13.89128,-215.9917,39.74449,226.9552,-8.742278E-08,-1,-8.742278E-08,-0.980085,-0.1985784,0.9332792,-0.9268469,21.35313,43.0667,43.33883,81.23725,99.99976,69.25385,419.0214,48672.36,0,2,0,1316
tap_up,-11.40026,-38.88292,-5.083778,10.54392,32.63522,9.577686,-2.356733,-3.466326,1.599758,-0.8137977,1.963252,-0.1945927,76.23221,-0.9968578,-0.07921273,0.6094424,0.03352256,0.999438,-0.7094483,13.11779,2.520028,40.78879,42.18177,83.42654,97.01584,1.165106,268.3246,1699.118,6,3,9,-73.27724,-219.5921,0,0,1.370856,49.19726,-43.46569,-127.9083,32.51623,-40.76079,-219.3235,35.72355,237.9382,0.1832881,-0.9830592,0.1088901,-0.8269674,-0.56225,0.5616328,-2.088909,28.0452,50.73329,57.12165,106.2044,145.5974,125.6225,393.7417,51134.54,0,2,0,1316
tap_up,-12.20697,-40.04018,-7.82026,9.793934,26.31758,10.75133,-0.7249662,-1.047953,1.78206,0.7996169,1.315788,2.458111,72.33461,-0.9786855,-0.2053647,0.4451515,0.3420202,0.9396926,-0.5234909,-1.707914,12.25227,45.70512,51.3652,88.64644,127.0028,2,331.7224,1867.817,9,1,5,-40.76788,-220.1965,0,0,0,70.09254,-23.85538,-122.8014,40.57378,-20.40876,-218.8807,40.5499,234.6518,-0.3317511,-0.9433669,0.2381064,-0.8223903,-0.5689238,0.9262844,-3.642307,19.16399,47.5007,46.57404,92.06159,106.1472,63.53263,452.5701,50387.28,0,0,0,1363
tap_up,-12.20697,-33.82001,-7.832444,8.137977,32.63522,8.667556,-1.454089,0.9408386,0.9922657,0,2.149315,2.610815,71.43154,0.08581338,-0.9963112,0.1727125,-0.9999871,-0.005070351,0.9471956,8.468374,5.602145,49.37152,50.72379,106.5686,121.2228,1.398564,313.7008,1210.083,6,4,8,-50.37037,-138.9516,-0.02094453,0.007090397,27.58053,39.04798,-30.92439,-52.62794,23.19567,-23.52214,-136.5337,23.4783,178.3178,0.3086565,-0.9511736,0.5184022,0.5432342,-0.8395812,0.5636629,6.600338,28.57048,48.73007,49.43082,100.779,116.8691,57.88493,364.4817,20221.71,1,2,1,1363
tap_up,-13.79202,-34.70861,-9.82026,13.03494,32.33902,9.667556,-0.5663496,-1.221371,1.041419,-0.8067073,0.5648625,-0.1736482,74.79871,0.1228738,-0.9924223,0.05373574,0.1959013,0.9806236,-0.6333762,5.470109,14.55013,48.98011,52.59144,111.4414,129.7436,2.118973,295.8241,1240.206,7,3,7,-47.12936,-186.8736,0,0,0,54.94593,-24.93634,-101.02,27.69411,-17.03303,-186.8736,26.92423,200.4046,-0.2467875,-0.9690696,0.6001315,-0.9072119,-0.4206739,0.8784968,3.806395,18.90219,50.2558,46.89325,108.4253,112.1649,51.06219,413.2648,35936.79,0,0,0,1410
tap_up,-12.20697,-36.5684,-7.646612,8.109615,28.95583,9.167556,-0.3408126,-1.221734,1.290999,0,0,0,70.63218,-0.5312919,-0.8471888,0.633878,1,-4.371139E-08,-1,2.141032,11.73601,46.77958,51.12118,99.30191,128.0057,1.162297,317.3788,1392.245,11,2,7,-29.33926,-190.4974,0,0,0.4547276,56.4128,-13.97711,-107.1124,35.22166,-9.886109,-190.1186,36.7026,201.2608,0.1836237,-0.9829966,0.7895367,-0.9632241,-0.2686992,0.9668759,9.155247,16.00472,44.77605,41.69945,84.84427,88.02182,56.10455,397.8947,37932.21,0,2,0,1457
tap_up,-18.71735,-40.06771,-7.972963,8.965956,31.45043,11.57769,-2.173617,-0.7135047,1.2148,0,0,0,79.14188,-0.127597,-0.9918261,0.3015719,-0.5735765,0.819152,0.2104355,3.015205,-0.2862101,44.81457,48.55703,95.22263,119.6315,1,341.345,1834.969,10,2,6,-69.85897,-187.5912,-0.1736482,0,0.5648625,52.30807,-43.50578,-94.84222,34.69443,-43.91671,-187.5912,44.07693,207.4543,0.09828947,-0.9951578,0.4269528,-0.3118835,-0.9501203,0.4878617,-1.361273,18.17381,50.78495,54.50862,107.9407,136.9606,80.298,410.5959,39061.9,0,1,1,1457
tap_up,-12.20697,-40.63257,-9.209445,13.05622,32.09497,11.75133,-1.504501,-2.840491,1.070463,0,0,0,79.79272,0.8440357,-0.536287,-0.2234483,0.3420202,0.9396926,-0.5234909,11.7395,16.24757,41.0301,41.68915,83.98003,99.06284,1,280.6423,1901.023,7,3,3,-69.05936,-206.5045,0,0,2.176849,48.55941,-31.8741,-122.814,28.77106,-27.58404,-206.5045,33.2026,225.1113,-0.01698833,-0.9998557,0.4542799,-0.8836963,-0.4680608,0.5797378,1.363597,37.70166,49.43376,48.05094,106.6049,116.7564,94.86092,400.2458,44507.39,0,2,0,1316
swipe_back,-4.826063,-20.81496,-3.437166,4.047717,0,1.541889,-0.0752708,-8.432148,-0.3802876,0.8067073,-2.121781,-3.437166,23.16889,-0.8999726,-0.4359466,-0.7350963,0.8447779,-0.5351171,-0.4303721,-1.661188,2.906859,15.95429,16.28575,27.95329,33.60165,6.236981,66.44749,434.2118,3,0,5,-0.8279785,-92.75362,-4.704108,8.088344,0,1.541889,2.224354,-53.3612,-2.039728,3.255191,-62.88166,-4.066257,93.39029,-0.8761736,0.4819956,0.03820125,-0.9999602,-0.008926317,-0.980969,-15.02837,2.661118,15.02837,18.1107,23.3648,42.67781,92.85159,98.32224,8621.418,1,0,1,517
