@RELATION ..\..\..\data_arff\u008-training.arff
@ATTRIBUTE GestureType  {swipe_left,swipe_right,swipe_up,swipe_down,tap_left,tap_right,tap_up,tap_down,scratchout,circle,square,x,c,two_handed_fb,two_handed_lr,unknown}
@ATTRIBUTE MinX NUMERIC
@ATTRIBUTE MinY NUMERIC
@ATTRIBUTE MaxX NUMERIC
@ATTRIBUTE MaxY NUMERIC
@ATTRIBUTE MeanX NUMERIC
@ATTRIBUTE MeanY NUMERIC
@ATTRIBUTE MedianX NUMERIC
@ATTRIBUTE MedianY NUMERIC
@ATTRIBUTE DiagonalLength NUMERIC
@ATTRIBUTE StartAngleSinXY NUMERIC
@ATTRIBUTE StartAngleCosXY NUMERIC
@ATTRIBUTE FirstLastAngleSinXY NUMERIC
@ATTRIBUTE FirstLastAngleCosXY NUMERIC
@ATTRIBUTE TotalAngleXY NUMERIC
@ATTRIBUTE AbsoluteTotalAngleXY NUMERIC
@ATTRIBUTE SquaredTotalAngleXY NUMERIC
@ATTRIBUTE FirstLastDistance NUMERIC
@ATTRIBUTE TotalDistance NUMERIC
@ATTRIBUTE MaxAccelerationSquared NUMERIC
@ATTRIBUTE ZeroCrossingsX NUMERIC
@ATTRIBUTE ZeroCrossingsY NUMERIC
@ATTRIBUTE Stroke_MinX NUMERIC
@ATTRIBUTE Stroke_MinY NUMERIC
@ATTRIBUTE Stroke_MaxX NUMERIC
@ATTRIBUTE Stroke_MaxY NUMERIC
@ATTRIBUTE Stroke_MeanX NUMERIC
@ATTRIBUTE Stroke_MeanY NUMERIC
@ATTRIBUTE Stroke_MedianX NUMERIC
@ATTRIBUTE Stroke_MedianY NUMERIC
@ATTRIBUTE Stroke_DiagonalLength NUMERIC
@ATTRIBUTE Stroke_StartAngleSinXY NUMERIC
@ATTRIBUTE Stroke_StartAngleCosXY NUMERIC
@ATTRIBUTE Stroke_FirstLastAngleSinXY NUMERIC
@ATTRIBUTE Stroke_FirstLastAngleCosXY NUMERIC
@ATTRIBUTE Stroke_TotalAngleXY NUMERIC
@ATTRIBUTE Stroke_AbsoluteTotalAngleXY NUMERIC
@ATTRIBUTE Stroke_SquaredTotalAngleXY NUMERIC
@ATTRIBUTE Stroke_FirstLastDistance NUMERIC
@ATTRIBUTE Stroke_TotalDistance NUMERIC
@ATTRIBUTE Stroke_MaxAccelerationSquared NUMERIC
@ATTRIBUTE Stroke_SideRatioFirst NUMERIC
@ATTRIBUTE Stroke_SideRatioLast NUMERIC
@ATTRIBUTE Stroke_TopRatioFirst NUMERIC
@ATTRIBUTE Stroke_TopRatioLast NUMERIC
@ATTRIBUTE Duration NUMERIC
@DATA
swipe_down,-1.613415,-7.908075,1.613415,0,0,-4.142325,1.613415,-7.908075,8.541082,-0.8138149,0.5811241,1,-4.371139E-08,1.264536,11.91104,23.28384,1.129725,21.42053,65.14076,3,0,175.9866,130.3333,177.6,167.6143,177.116,148.4089,175.9866,150.6684,37.31583,1,-4.371139E-08,1,-4.371139E-08,12.54607,12.54607,20.08014,37.28093,38.19131,59636.3,1,1,0,1,423
swipe_down,-5.646951,-8.472938,4.033536,0,-1.192093E-08,-4.5189,-0.8067073,-7.343213,12.86478,-0.774753,-0.632264,0.5735765,-0.8191521,5.96978,14.70253,31.58466,0.9848077,33.85613,103.6787,2,0,172.7598,130.3333,181.6335,175.5223,178.3334,156.1116,180.0201,159.1413,46.05204,0.7593517,-0.6506804,1,-4.371139E-08,16.6276,16.6276,33.67363,45.18901,51.10949,62815.35,0.5454559,0.5454559,0,1,470
swipe_down,-7.260365,-9.602663,3.226829,0,-0.3226829,-3.954037,-0.8067073,-7.343213,14.21944,-0.774753,-0.632264,0.5735765,0.819152,2.406511,11.41245,22.07917,0.9848077,38.19994,124.5036,5,0,177.6,130.3333,186.4738,169.8737,182.0002,153.0305,185.6671,157.4467,40.52388,1,-4.371139E-08,0.9966866,0.08133794,13.40308,13.40308,24.26202,39.67183,46.84185,61928.2,0,0.3636356,0,1,470
swipe_down,-4.840244,-6.77835,2.420122,0,-1.12939,-3.276203,0,-6.77835,9.932721,-0.5735765,-0.8191521,1,-4.371139E-08,1.93021,17.17958,42.01908,1.129725,24.23535,45.94603,1,0,177.6,130.3333,191.314,163.0954,185.007,145.9954,188.8939,142.7603,35.51654,1,-4.371139E-08,0.9454028,0.3259042,11.84589,11.84589,17.99312,34.65404,39.62621,62287.86,0,0.8235295,0,1,470
swipe_down,-3.226829,-6.77835,0.8067073,0,-0.5378048,-3.640225,-1.613415,-5.648625,7.887677,-0.9615455,-0.2746458,0.5735765,-0.8191521,-1.502504,15.23576,34.95753,0.9848077,19.85051,56.35846,1,0,176.7933,130.3333,183.2469,163.0954,179.8588,145.0197,180.0201,145.5846,33.39161,1,-4.371139E-08,0.989262,0.1461529,11.81559,11.81559,19.53974,33.11764,34.67246,59884.54,0.1250015,0.8750009,0,1,423
swipe_down,-3.226829,-5.648625,1.613415,0,-0.2689024,-2.25945,-3.226829,-5.648625,7.438745,0.5735765,-0.8191521,0.5735765,-0.8191521,1.773324,17.57914,37.53878,0.9848077,17.3101,42.31939,2,0,175.9866,130.3333,183.2469,157.4467,178.9652,143.1948,177.6,141.6306,28.06866,0.5735772,-0.8191515,0.9929924,0.1181781,18.12585,18.12585,36.44865,27.30474,30.57574,57838.18,0.2222229,0.6666667,0,1,564
swipe_down,-0.8067073,-6.213488,3.226829,0,0.4840243,-3.050258,-0.8067073,-6.213488,7.407891,-0.813815,-0.5811241,0.90291,-0.4298297,3.315417,18.48129,42.40002,1.876807,17.4329,39.25821,3,0,172.7598,130.3333,178.4067,160.8359,176.2066,148.1522,177.6,150.6684,31.02089,1,-4.371139E-08,0.9876426,-0.1567226,16.98179,16.98179,34.25632,30.88423,33.92313,56440.88,0.857144,0,0,1,470
swipe_down,-0.8067073,-7.908075,0.8067073,0,0.2689024,-4.079563,0,-7.908075,8.070983,-0.9876427,-0.1567222,0.5735765,-0.8191521,1.736879,11.7181,21.65944,0.9848077,16.80629,62.53765,2,0,175.1799,130.3333,177.6,167.0494,176.1479,149.8776,175.9866,155.1873,36.79574,0.9029096,-0.4298306,0.9978347,-0.06577215,14.79272,14.79272,28.69529,36.79574,37.78468,58688.38,1,0,0,1,423
swipe_down,-4.840244,-9.602663,2.420122,0,0.1792683,-4.393375,0.8067073,-9.602663,12.03844,-0.9916769,0.1287511,0.90291,0.4298297,3.595307,11.60313,24.26395,1.876807,28.15588,92.86192,2,0,175.1799,130.3333,180.0201,169.8737,177.0353,153.6621,175.1799,163.6602,39.83553,0.9916767,-0.1287526,0.9991685,-0.04077036,13.59256,13.59256,26.05654,39.57328,44.68904,60312.75,0.5000015,0.1666682,0,1,423
swipe_down,-6.453658,-9.602663,1.613415,0,-0.7170731,-3.891276,-0.8067073,-9.602663,12.54148,-0.9916769,-0.128751,1,-4.371139E-08,-1.624426,12.02674,21.36556,1.129725,29.13117,92.86192,1,0,175.9866,130.3333,184.0537,165.3548,179.8588,151.0073,177.6,159.7062,35.93859,0.9615454,-0.274646,0.9834415,0.1812257,10.18534,10.18534,15.78446,35.61115,38.73845,61217.96,0.2000004,1,0,1,423
