@RELATION ..\..\..\data_arff\u007-training.arff
@ATTRIBUTE GestureType  {swipe_left,swipe_right,swipe_up,swipe_down,tap_left,tap_right,tap_up,tap_down,scratchout,circle,square,x,c,two_handed_fb,two_handed_lr,unknown}
@ATTRIBUTE MinX NUMERIC
@ATTRIBUTE MinY NUMERIC
@ATTRIBUTE MaxX NUMERIC
@ATTRIBUTE MaxY NUMERIC
@ATTRIBUTE MeanX NUMERIC
@ATTRIBUTE MeanY NUMERIC
@ATTRIBUTE MedianX NUMERIC
@ATTRIBUTE MedianY NUMERIC
@ATTRIBUTE DiagonalLength NUMERIC
@ATTRIBUTE StartAngleSinXY NUMERIC
@ATTRIBUTE StartAngleCosXY NUMERIC
@ATTRIBUTE FirstLastAngleSinXY NUMERIC
@ATTRIBUTE FirstLastAngleCosXY NUMERIC
@ATTRIBUTE TotalAngleXY NUMERIC
@ATTRIBUTE AbsoluteTotalAngleXY NUMERIC
@ATTRIBUTE SquaredTotalAngleXY NUMERIC
@ATTRIBUTE FirstLastDistance NUMERIC
@ATTRIBUTE TotalDistance NUMERIC
@ATTRIBUTE MaxAccelerationSquared NUMERIC
@ATTRIBUTE ZeroCrossingsX NUMERIC
@ATTRIBUTE ZeroCrossingsY NUMERIC
@ATTRIBUTE Stroke_MinX NUMERIC
@ATTRIBUTE Stroke_MinY NUMERIC
@ATTRIBUTE Stroke_MaxX NUMERIC
@ATTRIBUTE Stroke_MaxY NUMERIC
@ATTRIBUTE Stroke_MeanX NUMERIC
@ATTRIBUTE Stroke_MeanY NUMERIC
@ATTRIBUTE Stroke_MedianX NUMERIC
@ATTRIBUTE Stroke_MedianY NUMERIC
@ATTRIBUTE Stroke_DiagonalLength NUMERIC
@ATTRIBUTE Stroke_StartAngleSinXY NUMERIC
@ATTRIBUTE Stroke_StartAngleCosXY NUMERIC
@ATTRIBUTE Stroke_FirstLastAngleSinXY NUMERIC
@ATTRIBUTE Stroke_FirstLastAngleCosXY NUMERIC
@ATTRIBUTE Stroke_TotalAngleXY NUMERIC
@ATTRIBUTE Stroke_AbsoluteTotalAngleXY NUMERIC
@ATTRIBUTE Stroke_SquaredTotalAngleXY NUMERIC
@ATTRIBUTE Stroke_FirstLastDistance NUMERIC
@ATTRIBUTE Stroke_TotalDistance NUMERIC
@ATTRIBUTE Stroke_MaxAccelerationSquared NUMERIC
@ATTRIBUTE Stroke_SideRatioFirst NUMERIC
@ATTRIBUTE Stroke_SideRatioLast NUMERIC
@ATTRIBUTE Stroke_TopRatioFirst NUMERIC
@ATTRIBUTE Stroke_TopRatioLast NUMERIC
@ATTRIBUTE Duration NUMERIC
@DATA
swipe_down,-3.226829,-10.73239,0,0,-1.267683,-4.357511,-3.226829,-9.037801,11.20699,-1,-4.371139E-08,0.90291,0.4298297,-8.999814,19.42748,39.24347,1.876807,27.979,115.8349,0,0,177.6,130.3333,195.3476,191.3385,187.1729,167.8402,185.6671,177.7818,63.53428,0.8529205,0.5220407,0.9601927,0.2793382,12.33394,12.33394,15.16732,63.53428,66.03349,74771.09,0,1,0,1,658
swipe_down,-7.260365,-13.5567,5.646951,0,-1.613414,-7.291861,0,-12.42698,18.71852,-0.9916769,0.1287511,0.5735765,0.819152,-2.66492,15.09984,29.13353,1.969615,45.87801,183.7841,1,0,173.5665,130.3333,195.3476,210.5438,180.4907,173.969,175.1799,182.8656,83.1152,0.936074,-0.3518033,0.9763851,0.2160373,12.22252,12.22252,17.7092,82.15045,93.15788,82489.37,0.1851853,1,0,1,517
swipe_down,-5.646951,-9.602663,0.8067073,0,-0.8067073,-5.535653,-0.8067073,-9.602663,11.56983,-0.9615455,0.2746458,0.90291,0.4298297,-3.087884,14.18833,28.88306,1.876807,26.11724,92.86192,2,0,177.6,130.3333,185.6671,185.6899,180.7535,156.6765,180.0201,153.4927,55.94125,0.8529205,0.5220407,0.9895477,0.144206,12.11283,12.11283,17.36441,55.94125,59.06293,68952.98,0,1,0,1,470
swipe_down,-6.453658,-10.73239,0,0,-1.613415,-6.119343,-0.8067073,-10.73239,12.52333,-0.9876427,-0.1567222,0.5735765,0.819152,-4.636832,15.03915,26.89598,0.9848077,28.18817,115.8349,0,0,177.6,130.3333,196.961,203.7655,185.6671,166.919,184.0537,165.3548,75.94158,0.7242408,0.6895471,0.9669554,0.2549454,12.98518,12.98518,17.03375,75.94158,80.60468,80313.98,0,1,0,1,564
swipe_down,-3.226829,-8.472938,0,0,-1.094817,-4.317164,-0.8067073,-8.472938,9.066592,-0.7593519,-0.6506802,0.5735765,0.819152,0.1856751,20.77422,42.04842,0.9848077,33.35615,72.44144,0,0,177.6,130.3333,192.9274,190.7736,186.904,162.6811,188.8939,163.0954,62.3535,0.8529205,0.5220407,0.9693167,0.2458152,14.71309,14.71309,19.52265,62.3535,65.06558,73615.57,0,1,0,1,658
swipe_down,-5.646951,-9.602663,0,0,-1.241088,-4.431998,-0.8067073,-9.602663,11.13998,-1,-4.371139E-08,0.5735765,0.819152,-5.532619,15.2368,26.43052,0.9848077,30.78775,92.86192,0,0,177.6,130.3333,193.7341,187.9493,184.1113,162.1674,182.4402,171.0034,59.83236,0.9615459,0.2746443,0.9629568,0.2696557,13.45699,13.45699,17.35513,59.83236,64.15472,72857.86,0,1,0,1,611
swipe_down,-4.033536,-8.472938,1.613415,0,-0.9680487,-4.744845,-0.8067073,-8.472938,10.18227,-0.5735765,0.819152,0.90291,0.4298297,1.589191,13.5829,28.10877,1.876807,23.93238,72.44144,1,0,175.9866,130.3333,187.2805,177.7818,180.3868,153.5441,178.4067,151.2332,48.77405,1,-4.371139E-08,0.9798157,0.1999029,12.4695,12.4695,18.64998,48.4259,51.25221,66680.34,0.1428575,1,0,1,470
swipe_down,-5.646951,-9.602663,0,0,-2.200111,-5.545923,-1.613415,-9.037801,11.13998,-0.9798157,-0.1999031,0.5735765,0.819152,3.928787,14.21408,28.76148,0.9848077,34.109,92.86192,0,0,177.6,130.3333,201.8012,191.3385,189.4317,162.2481,188.8939,167.6143,65.63024,0.72424,0.689548,0.9295282,0.368751,11.00454,11.00454,13.46056,65.63024,69.52456,77334.15,0,1,0,1,517
swipe_down,-4.033536,-9.037801,3.226829,0,-0.6825985,-4.736155,-0.8067073,-8.472938,11.59287,-0.7593519,0.6506801,0.5735765,0.819152,-2.863298,17.15529,34.50866,1.969615,30.8496,84.28495,4,0,176.7933,130.3333,186.4738,191.9034,180.193,163.7006,177.6,168.744,62.3264,0.7242408,0.6895471,0.989773,0.142651,14.78648,14.78648,21.17798,62.2062,68.12682,71599.37,0.08333425,1,0,1,611
swipe_down,-6.453658,-9.037801,0,0,-2.420122,-4.115427,-2.420122,-7.343213,11.10547,-0.5735765,-0.8191521,0.5735765,0.819152,1.052353,17.85766,38.84539,0.9848077,31.49445,123.3315,0,0,177.6,130.3333,211.4817,187.9493,192.8737,158.4258,192.1207,158.5765,66.83989,0.5735809,0.819149,0.862,0.5069083,12.29887,12.29887,13.02713,66.83989,69.91307,80049.45,0,1,0,1,658
