@RELATION ..\..\..\data_arff\u005-training.arff
@ATTRIBUTE GestureType  {swipe_left,swipe_right,swipe_up,swipe_down,tap_left,tap_right,tap_up,tap_down,scratchout,circle,square,x,c,two_handed_fb,two_handed_lr,unknown}
@ATTRIBUTE MinX NUMERIC
@ATTRIBUTE MinY NUMERIC
@ATTRIBUTE MaxX NUMERIC
@ATTRIBUTE MaxY NUMERIC
@ATTRIBUTE MeanX NUMERIC
@ATTRIBUTE MeanY NUMERIC
@ATTRIBUTE MedianX NUMERIC
@ATTRIBUTE MedianY NUMERIC
@ATTRIBUTE DiagonalLength NUMERIC
@ATTRIBUTE StartAngleSinXY NUMERIC
@ATTRIBUTE StartAngleCosXY NUMERIC
@ATTRIBUTE FirstLastAngleSinXY NUMERIC
@ATTRIBUTE FirstLastAngleCosXY NUMERIC
@ATTRIBUTE TotalAngleXY NUMERIC
@ATTRIBUTE AbsoluteTotalAngleXY NUMERIC
@ATTRIBUTE SquaredTotalAngleXY NUMERIC
@ATTRIBUTE FirstLastDistance NUMERIC
@ATTRIBUTE TotalDistance NUMERIC
@ATTRIBUTE MaxAccelerationSquared NUMERIC
@ATTRIBUTE ZeroCrossingsX NUMERIC
@ATTRIBUTE ZeroCrossingsY NUMERIC
@ATTRIBUTE Stroke_MinX NUMERIC
@ATTRIBUTE Stroke_MinY NUMERIC
@ATTRIBUTE Stroke_MaxX NUMERIC
@ATTRIBUTE Stroke_MaxY NUMERIC
@ATTRIBUTE Stroke_MeanX NUMERIC
@ATTRIBUTE Stroke_MeanY NUMERIC
@ATTRIBUTE Stroke_MedianX NUMERIC
@ATTRIBUTE Stroke_MedianY NUMERIC
@ATTRIBUTE Stroke_DiagonalLength NUMERIC
@ATTRIBUTE Stroke_StartAngleSinXY NUMERIC
@ATTRIBUTE Stroke_StartAngleCosXY NUMERIC
@ATTRIBUTE Stroke_FirstLastAngleSinXY NUMERIC
@ATTRIBUTE Stroke_FirstLastAngleCosXY NUMERIC
@ATTRIBUTE Stroke_TotalAngleXY NUMERIC
@ATTRIBUTE Stroke_AbsoluteTotalAngleXY NUMERIC
@ATTRIBUTE Stroke_SquaredTotalAngleXY NUMERIC
@ATTRIBUTE Stroke_FirstLastDistance NUMERIC
@ATTRIBUTE Stroke_TotalDistance NUMERIC
@ATTRIBUTE Stroke_MaxAccelerationSquared NUMERIC
@ATTRIBUTE Stroke_SideRatioFirst NUMERIC
@ATTRIBUTE Stroke_SideRatioLast NUMERIC
@ATTRIBUTE Stroke_TopRatioFirst NUMERIC
@ATTRIBUTE Stroke_TopRatioLast NUMERIC
@ATTRIBUTE Duration NUMERIC
@DATA
swipe_down,-1.613415,-5.083763,2.420122,0,-0.1241088,-1.477333,0,0,6.489534,-0.5735765,-0.8191521,1,-4.371139E-08,2.63521,11.17138,22.09193,1.129725,17.23692,31.70163,2,0,177.6,130.3333,182.4402,149.5387,179.6167,140.1377,182.4402,137.1117,19.80588,0.9615459,0.2746443,0.9964899,0.08371315,11.86825,11.86825,17.08668,19.27299,23.18275,54479.26,0,0.3333312,0,1,611
swipe_down,-3.226829,-7.908075,0.8067073,0,-0.4343808,-2.215999,-0.8067073,-5.083763,8.877335,-0.90291,0.4298296,0.5735765,0.819152,-5.456231,14.42458,25.54905,0.9848077,24.32842,62.53765,1,0,177.6,130.3333,183.2469,159.1413,179.0982,147.0371,178.4067,155.7522,29.35624,0.9029119,0.4298256,0.9813246,0.1923592,11.30127,11.30127,16.12703,29.35624,31.89267,58905.41,0,1,0,1,611
swipe_down,-3.226829,-5.083763,4.840244,0,0.4343808,-2.389803,4.033536,-2.824313,9.535319,-0.9798157,-0.1999031,1,-4.371139E-08,2.310861,15.76584,35.45706,1.129725,24.55497,34.91447,3,0,163.886,130.3333,178.4067,161.4008,172.7598,149.7001,163.886,154.6224,34.29341,1,-4.371139E-08,0.9838792,-0.1788343,18.23869,18.23869,36.65691,31.57648,43.37307,55714.12,0.9444448,0.5555557,0,1,611
swipe_down,-0.8067073,-5.083763,4.033536,0,0.5762195,-2.985702,0.8067073,-3.954038,7.019444,-8.742278E-08,-1,0.9615455,-0.2746458,-0.1741245,11.17052,26.18222,2.937264,16.17452,26.49542,3,0,173.5665,130.3333,177.6,151.2332,176.2891,141.7012,176.7933,143.3252,21.28558,0.9916767,-0.1287526,0.9818814,-0.1894962,10.4286,10.4286,19.09957,21.28558,23.37062,53566.97,1,0,0,1,329
swipe_down,-0.8067073,-3.954038,4.033536,0,0.8067073,-1.613893,4.033536,-2.824313,6.24999,-0.813815,-0.5811241,0.5735765,-0.8191521,0.5223233,20.2471,41.36972,0.9848077,24.59798,31.90383,3,0,163.886,130.3333,177.6,152.9278,170.3934,143.5135,169.5329,146.1495,26.43079,0.5735772,-0.8191515,0.8944801,-0.4471078,22.44774,22.44774,48.50842,25.25994,30.06923,51044.64,1,0.1764703,0,1,658
swipe_down,-0.8067073,-3.954038,4.033536,0,1.165244,-2.196688,0.8067073,-3.954038,6.24999,-0.813815,-0.5811241,0.5735765,-0.8191521,2.592328,10.65369,20.34555,0.9848077,17.82116,24.24616,1,0,167.1128,130.3333,177.6,150.1035,174.0505,139.5971,175.9866,141.6306,22.37949,0.5735735,-0.8191541,0.8834065,-0.4686074,14.54891,14.54891,31.65944,22.37949,24.50741,51030.5,1,0,0,1,423
swipe_down,-0.8067073,-4.5189,4.033536,0,1.290732,-2.033505,3.226829,-2.25945,6.621814,-0.9615455,-0.2746458,1,-4.371139E-08,3.705665,12.70043,27.6862,1.129725,24.05813,24.24616,2,0,164.6927,130.3333,177.6,150.6684,172.0997,142.5035,171.953,145.5846,24.08554,0.9798152,-0.1999052,0.8442847,-0.535895,14.29526,14.29526,30.63801,24.08554,26.68809,51351.79,1,0,0,1,470
swipe_down,0,-5.083763,3.226829,0,0.8067073,-2.824313,0.8067073,-5.083763,6.021384,-0.9615455,-0.2746458,0.5735765,-0.8191521,-0.9599309,13.5263,29.2052,0.9848077,15.06195,26.49542,0,0,170.3396,130.3333,177.6,155.7522,174.6152,142.8168,174.3732,145.0198,26.43539,0.9029087,-0.4298323,0.9615453,-0.2746461,15.18779,15.18779,30.00047,26.43539,27.94301,53685.32,1,0,0,1,423
swipe_down,-1.613415,-7.343213,4.033536,0,0.6600332,-3.440526,4.033536,-2.824313,9.263413,-0.9798157,0.1999031,1,-4.371139E-08,2.667997,13.66612,27.34411,1.129725,30.49055,54.57355,3,0,167.1128,130.3333,177.6,168.1791,173.1631,151.3274,171.1463,154.0576,39.27194,0.9798152,-0.1999052,0.9820914,-0.1884053,15.98946,15.98946,28.90081,38.53592,43.13284,57299.81,1,0.3076915,0,1,517
swipe_down,-0.8067073,-6.213488,2.420122,0,0.6453658,-3.61512,2.420122,-5.083763,7.001418,-0.90291,0.4298297,1,-4.371139E-08,-2.36303,12.80285,26.42955,1.129725,18.31955,39.25821,1,0,170.3396,130.3333,177.6,166.4845,173.7131,148.8711,174.3732,148.4089,36.87305,0.9417734,-0.3362484,0.9844366,-0.1757402,14.75964,14.75964,25.614,36.72273,37.76311,57008.17,1,0.1111123,0,1,470
